molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D
Sn,tin (gray),7440-31-5,505.12,2000.0,34.093928323743,-0.01335963044325,9.0283210983246e-06,-1.8176189788176e-09
Br2Sn,tin (II) bromide,10031-24-0,860.0,2000.0,106.0,0.0,0.0,0.0
Br4Sn,stannic bromide,7789-67-5,470.0,1300.0,157.0,0.0,0.0,0.0
Cl2Sn,stannous chloride,7772-99-8,520.2,1800.0,110.0,0.0,0.0,0.0
Cl4Sn,stannic chloride,7646-78-8,242.95,495.88,197.452,-0.16537,-0.0001162,8.5095e-07
F2Sn,tin (II) fluoride,7783-47-3,488.2,1700.0,100.0,0.0,0.0,0.0
H4Sn,stannane,2406-52-2,123.25,340.6,98.092,-0.12797,-0.00031437,2.7016e-06
I2Sn,tin (II) iodide,10294-70-9,960.0,2000.0,107.0,0.0,0.0,0.0
I4Sn,stannic iodide,7790-47-8,580.0,1500.0,155.0,0.0,0.0,0.0
OSn,tin (II) oxide,21651-19-4,1250.0,3200.0,63.0,0.0,0.0,0.0
O2Sn,tin (IV) oxide,18282-10-5,1903.0,4400.0,92.0,0.0,0.0,0.0
SSn,tin (II) sulfide,1314-95-0,1154.0,2700.0,749.9,0.0,0.0,0.0
Sr,strontium,7440-24-6,1041.0,3000.0,37.0,0.0,0.0,0.0
Br2Sr,strontium bromide,10476-81-0,930.15,3000.0,116.391,0.0,0.0,0.0
Cl2Sr,strontium chloride,10476-85-4,1147.15,3000.0,104.6,0.0,0.0,0.0
F2Sr,strontium fluoride,7783-48-4,1750.15,3500.0,99.048,0.0,0.0,0.0
H2O2Sr,strontium hydroxide,18480-07-4,808.15,2000.0,157.737,0.0,0.0,0.0
I2Sr,strontium iodide,10476-86-5,811.0,2600.0,110.039,0.0,0.0,0.0
OSr,strontium oxide,1314-11-0,2938.0,5000.0,66.944,0.0,0.0,0.0
Ta,tantalum,7440-25-7,3258.0,5000.0,41.84,0.0,0.0,0.0
B2Ta,tantalum diboride,12007-35-1,3373.0,3500.0,125.52,0.0,0.0,0.0
Br5Ta,tantalum (V) bromide,13451-11-1,513.0,595.0,184.096,0.0,0.0,0.0
CTa,tantalum carbide,12070-06-3,4273.0,6000.0,66.944,0.0,0.0,0.0
Cl5Ta,tantalum (V) chloride,7721-01-09 00:00:00,489.7,800.0,240.86414423543,-0.0060561624515567,-8.2867848528582e-05,-4.6343578435329e-09
F5Ta,tantalum (V) fluoride,7783-71-3,370.0,502.0,182.004,0.0,0.0,0.0
I5Ta,tantalum (V) iodide,14693-81-3,640.0,670.0,184.096,0.0,0.0,0.0
NTa,tantalum nitride,12033-62-4,3363.0,3500.0,62.76,0.0,0.0,0.0
O5Ta2,tantalum (V) oxide,1314-61-0,2058.0,5000.0,242.672,0.0,0.0,0.0
Tb,terbium,7440-27-9,1630.0,3500.0,46.48424,0.0,0.0,0.0
Te,tellurium,13494-80-9,722.65,1300.0,37.656,0.0,0.0,0.0
CSTe,"telluride, carbon sulfide",10340-06-4,298.15,303.15,71.32,0.0,0.0,0.0
