molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
F4Pr,praseodymium tetrafluoride,15192-24-2,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
H12N3O15Pr,praseodymium nitrate hexahydrate,14483-17-1,150.0,1500.0,322.26825248449,-1.3615252496423,0.007333091183294,-1.3363859658437E-05,1.2281009343541E-08,-5.7104453351161E-12,1.0638314639154E-15
H3Pr,praseodymium hydride,13864-03-4,150.0,1500.0,28.175998991403,0.073366742883576,-0.00014830626976924,2.0275109865434E-07,-1.130717742121E-10,1.2004712700604E-14,5.4494907508658E-18
H3O3Pr,praseodymium hydroxide,16469-16-2,150.0,1500.0,66.385089996017,-0.10507059638485,0.00079828226665319,-1.5297284655947E-06,1.4618557358545E-09,-7.0666412961137E-13,1.3651009909181E-16
I2Pr,praseodymium diiodide,65530-47-4,150.0,1500.0,36.098877730606,0.20287325344177,-0.00063426678504836,1.0625440934239E-06,-9.6717146617034E-10,4.4803736627199E-13,-8.2545339652664E-17
I3Pr,praseodymium iodide,13813-23-5,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
NPr,praseodymium nitride,25764-09-4,150.0,1500.0,19.643083545276,0.14179830007504,-0.00045102538380559,6.9207681165362E-07,-5.629237154192E-10,2.3558265591009E-13,-3.9981751961292E-17
O2Pr,praesodymium dioxide,12036-05-4,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
O4PPr,praseodymium phosphate,14298-31-8,150.0,1500.0,75.070606162839,-0.093614871847337,0.0008578669689267,-1.801901513567E-06,1.7744327543626E-09,-8.5314936252733E-13,1.6106541849495E-16
PrS,praseodymium sulphide,12038-06-1,150.0,1500.0,21.797196099104,0.1499080248789,-0.00046819011618874,7.0803008423388E-07,-5.7331980220349E-10,2.4055843413622E-13,-4.1113820957959E-17
PrSi2,praseodymium silicide,12066-83-0,150.0,1500.0,38.817858820587,0.053272256815294,2.7019865412446E-05,-1.9745549912699E-07,2.392003957433E-10,-1.2104574143819E-13,2.2760863774197E-17
PrSe,praseodymium selenide,12038-08-3,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
PrTe,praseodymium telluride,12125-60-9,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
Br5Pr2,dipraseodymium pentabromide,106266-28-8,150.0,1500.0,98.751808244961,0.091086863553594,0.00027053517964772,-9.2565312666238E-07,1.0775114393622E-09,-5.6991681550686E-13,1.147546513635E-16
I5Pr2,dipraseodymium pentaiodide,137879-92-6,150.0,1500.0,94.561082213961,0.22497407607217,-0.00041851032960887,6.4800344575866E-07,-6.5322165999524E-10,3.3588126591639E-13,-6.6617880359049E-17
C3H16O17Pr2,praseodymium carbonate octahydrate,14948-62-0,150.0,1500.0,401.03971463013,-1.9094612701383,0.010062617518297,-1.8439095971744E-05,1.7046804791579E-08,-7.9509179896358E-12,1.4818832070656E-15
C6H20O22Pr2,praseodymium oxalate decahydrate,24992-60-7,150.0,1500.0,542.32779368847,-2.8193809911892,0.014628336905347,-2.6853747129577E-05,2.4844622128543E-08,-1.1573000327316E-11,2.1513116205834E-15
H16O20Pr2S3,praseodymium sulfate octahydrate,13510-41-3,150.0,1500.0,435.41680749381,-1.7859728068012,0.009702369215468,-1.7730690638703E-05,1.6306771847242E-08,-7.5817311595404E-12,1.4118067348923E-15
O12Pr22S3,praseodymium sulfate,10277-44-8,150.0,1500.0,219.17430278391,-0.64525104220931,0.003927811241893,-7.4465761827778E-06,6.8900768107682E-09,-3.1765345461738E-12,5.8286941573817E-16
O3Pr2,praseodymium oxide,12036-32-7,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
Pr2S3,praseodymium sulfide,12038-13-0,150.0,1500.0,66.33793875599,0.068498315023455,0.0001414570953805,-5.1665792390878E-07,5.9036676841395E-10,-3.0185917580898E-13,5.8626982145311E-17
Pr2Te3,praseodymium telluride,12038-12-9,150.0,1500.0,64.401075547924,0.25739759908136,-0.00063556482143172,8.2005229302142E-07,-5.798403535829E-10,2.1366399983142E-13,-3.2139792469925E-17
O11Pr6,"praseodymium (iII,IV) oxide",12037-29-5,150.0,1500.0,218.91757607088,-0.38203159617547,0.0028658040122446,-5.6435553970939E-06,5.3227433464661E-09,-2.4877002529578E-12,4.614923114623E-16
Pt,platinum,7440-06-4,150.0,1500.0,30.123832259348,-0.093015174701303,0.00049892924648834,-1.0919207622675E-06,1.1373131060053E-09,-5.670931914858E-13,1.0913099970732E-16
Br2Pt,platinum (II) bromide,13455-12-4,150.0,1500.0,37.77516814199,0.14931836845137,-0.00035864858143317,4.3308146465306E-07,-2.7487822664631E-10,8.5718133819186E-14,-9.9963269874325E-18
Br3Pt,platinum (III) bromide,25985-07-3,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
Br4Pt,platinum (IV) bromide,68938-92-1,150.0,1500.0,68.815261428352,0.10060333270899,4.0444459165781E-05,-3.9861984867971E-07,5.4148188630081E-10,-3.0720838948536E-13,6.4453298562282E-17
C2H8Cl2N2Pt,platinum (II)(ethylenediamine) dichloride,14096-51-6,150.0,1500.0,152.18535166265,-0.59776482720636,0.003336791151249,-6.2755477857749E-06,5.9379672377767E-09,-2.8201919913517E-12,5.3253086366313E-16
C2N2Pt,platinum (II) cyanide,592-06-3,150.0,1500.0,65.230000146065,-0.21197143102605,0.001306018425352,-2.6213911398055E-06,2.5445349525144E-09,-1.2088889058893E-12,2.2523809871615E-16
C3H9IPt,"platinum (IV), iodotrimethyl",14364-93-3,150.0,1500.0,134.75811056237,-0.6198485955056,0.0033077932092265,-6.133574579026E-06,5.7740108578366E-09,-2.7386931618804E-12,5.1732415880459E-16
C4H16Cl2N4Pt,platinum (II)bis(ethylenediamine) chloride,21430-85-3,150.0,1500.0,267.8560746528,-1.34021409266,0.0070257121383866,-1.2993806182674E-05,1.2182184705239E-08,-5.752098740035E-12,1.0819360971297E-15
C4H6Cl2N2Pt,"platinum (II) chloride, cis-bis(acetonitrile)",13869-38-0,150.0,1500.0,170.57031015727,-0.81218834677146,0.0043808284879708,-8.3082886527813E-06,7.8650002395408E-09,-3.7105082565042E-12,6.93356218413E-16
C4O4Pt,platinum tetracarbonyl,36344-81-7,150.0,1500.0,123.03834535373,-0.6349523021791,0.003405031568651,-6.5267139451833E-06,6.1669530953279E-09,-2.8823995874752E-12,5.3181282552445E-16
C6H12N2O4Pt,"platinum (II), 1,1-cyclobutanedicarboxylato-cis diammine",41575-94-4,150.0,1500.0,267.29696717133,-1.543623782372,0.007906533023708,-1.4661014577175E-05,1.3715392645489E-08,-6.4364929263288E-12,1.2010786495509E-15
C8H12Br2Pt,"platinum (II) bromide, (1,5-cyclooctadiene)",12145-48-1,150.0,1500.0,254.2544963216,-1.5394867845836,0.0078804031106449,-1.4778093191596E-05,1.3954364208154E-08,-6.5864798852749E-12,1.2326080463781E-15
C8H12Cl2Pt,"platinum (II) chloride, (1,5-cyclooctadiene)",12080-32-9,150.0,1500.0,252.99395687368,-1.5441207151506,0.0078869218580657,-1.4768464049393E-05,1.392299220987E-08,-6.5604832643051E-12,1.2257300040834E-15
C8H12I2Pt,"platinum (II) iodide, (1,5-cyclooctadiene)",12266-72-7,150.0,1500.0,252.57820592559,-1.485931899851,0.0076047849083568,-1.4148630565832E-05,1.3262070971968E-08,-6.2241606546012E-12,1.1600590340768E-15
C8H20Cl2PtS2,"platinum (II), cis-dichlorobis(diethylsulphide)",15442-57-6,150.0,1500.0,340.29399703669,-1.9728159036169,0.010091185807457,-1.8714053911357E-05,1.7567273454838E-08,-8.2810288931931E-12,1.5521154488906E-15
C8H20Cl2PtS2,"platinum (II), trans-dichlorobis(diethylsulfide)dichloride",15337-84-5,150.0,1500.0,340.29399703669,-1.9728159036169,0.010091185807457,-1.8714053911357E-05,1.7567273454838E-08,-8.2810288931931E-12,1.5521154488906E-15
C9H16Pt,"platinum (IV), (trimethyl) methylcyclopentadienyl",94442-22-5,150.0,1500.0,268.14175583671,-1.8057612773821,0.0090190543250343,-1.6732815109563E-05,1.5731798203841E-08,-7.4164447346004E-12,1.388396836883E-15
C10H2F12O4Pt,platinum (II) hexafluoroacetylacetonate,65353-51-7,150.0,1500.0,427.85033782532,-2.7812819794836,0.01428111289138,-2.7256468842031E-05,2.5818854597805E-08,-1.2129655181852E-11,2.251158176436E-15
C10H10Cl2N2Pt,"platinum (II) chloride, cis-bis(pyridine)",15227-42-6,150.0,1500.0,297.19493271633,-1.871014442429,0.0095443916685465,-1.794661684297E-05,1.6906654453225E-08,-7.9369235282865E-12,1.4754837592496E-15
C10H14O4Pt,platinum acetylacetonate,15170-57-7,150.0,1500.0,321.1327150504,-2.1093339358448,0.010600045925014,-1.9705147736706E-05,1.8469162530893E-08,-8.6642813427636E-12,1.6135918444154E-15
C10H18Pt,"platinum (II), (1,5-cyclooctadiene)dimethyl",12266-92-1,150.0,1500.0,298.77515922048,-2.037639698486,0.010150508345717,-1.8811217222534E-05,1.7673481270259E-08,-8.3282428116838E-12,1.5587049575634E-15
C12H30Cl2P2Pt,"platinum (II) chloride, cis-bis(triethylphosphine)",15692-07-6,150.0,1500.0,481.77747075412,-2.9946535839174,0.015151170196103,-2.8135601169099E-05,2.6481815178543E-08,-1.2510279842198E-11,2.3481417498981E-15
C12H30Cl2P2Pt,"platinum (II) chloride, trans-bis(triethylphosphine)",13965-02-1,150.0,1500.0,481.77747075412,-2.9946535839174,0.015151170196103,-2.8135601169099E-05,2.6481815178543E-08,-1.2510279842198E-11,2.3481417498981E-15
C12H31ClP2Pt,"platinum (II), trans-chlorohydridobis(triethylphosphine)",16842-17-4,150.0,1500.0,474.03466855856,-3.0095346547307,0.015151509420531,-2.8078575645614E-05,2.6415376645559E-08,-1.2482361540532E-11,2.3443211063114E-15
C14H10Cl2N2Pt,"platinum (II) chloride, cis-bis(benzonitrile)",15617-19-3,150.0,1500.0,362.55274854326,-2.4660836964709,0.012445046810801,-2.3428140814101E-05,2.2064942541709E-08,-1.0339742649968E-11,1.9169950595565E-15
C14H10Cl2N2Pt,"platinum (II), dichlorobis(benzonitrile)",14873-63-3,150.0,1500.0,362.55274854326,-2.4660836964709,0.012445046810801,-2.3428140814101E-05,2.2064942541709E-08,-1.0339742649968E-11,1.9169950595565E-15
C14H30O4P2Pt,bis(triethylphosphine)platinum (II) oxalate,81457-59-2,150.0,1500.0,535.62227949866,-3.4767556969313,0.01745800402749,-3.2364263735235E-05,3.0375874454183E-08,-1.4302984623422E-11,2.6760732945106E-15
C15H15Cl2N3O2Pt,"platinum (II), (2,2′:6′,2""-terpyridine)chloride dihdyrate",60819-00-3,150.0,1500.0,453.00781210125,-2.9978221093903,0.015123711447317,-2.8296266951296E-05,2.6563058473706E-08,-1.2440355235634E-11,2.309036563281E-15
C32H72Cl6N2Pt,"platinum (IV), tetrabutylammonium hexachloro",18129-78-7,150.0,1500.0,1159.3344594658,-7.8270376040983,0.038904215797208,-7.1687797710317E-05,6.7062657495695E-08,-3.1530180673788E-11,5.8967782360443E-15
C36H30Cl2P2Pt,"platinum (II) chloride, cis-bis(triphenylphosphine)",15604-36-1,150.0,1500.0,873.92436569388,-6.565069107806,0.032555101047768,-6.1024744991691E-05,5.7431543704798E-08,-2.6927194569817E-11,4.9972095512346E-15
C36H30Cl2P2Pt,"platinum (II) chloride, trans-bis(triphenylphosphine)",14056-88-3,150.0,1500.0,873.92436569388,-6.565069107806,0.032555101047768,-6.1024744991691E-05,5.7431543704798E-08,-2.6927194569817E-11,4.9972095512346E-15
C36H30O2P2Pt,"platinum (IV) oxide, bis(triphenylphosphine)",15614-67-2,150.0,1500.0,869.61753920263,-6.6306783678582,0.032780548284987,-6.1357659198937E-05,5.7696507266004E-08,-2.7039377230369E-11,5.0170117071518E-15
C38H34P2Pt,"platinum (0), bis(triphenylphosphine)(ethylene)",12120-15-9,150.0,1500.0,905.41161860749,-6.9754769834478,0.034412397299794,-6.4359477043516E-05,6.0529921719655E-08,-2.8383860819882E-11,5.270254208979E-15
C72H60P4Pt,"platinum (0), tetrakis(triphenylphosphine)",14221-02-4,150.0,1500.0,1681.5545489503,-13.221473688789,0.065056720149822,-0.00012167012843799,1.1438434954092E-07,-5.3599174003351E-11,9.9437218908066E-15
Cl2Pt,platinum (II) chloride,10025-65-7,150.0,1500.0,36.514628680487,0.1446844381119,-0.00035212983518014,4.4271060949535E-07,-3.0625022785463E-10,1.1171475634596E-13,-1.687436960028E-17
Cl2H6N2Pt,"platinum (II)-cis, dichlorodiammine",15663-27-1,150.0,1500.0,105.21249432851,-0.21711909269851,0.001480173345555,-2.8267646812801E-06,2.7067121506436E-09,-1.3076891346009E-12,2.5184491806063E-16
Cl2H6N2Pt,"platinum (II)-trans, dichlorodiammine",14913-33-8,150.0,1500.0,105.21249432851,-0.21711909269851,0.001480173345555,-2.8267646812801E-06,2.7067121506436E-09,-1.3076891346009E-12,2.5184491806063E-16
Cl2H14N4OPt,"platinum (II) chloride monohydrate, tetraammine",13933-33-0,150.0,1500.0,200.94067307592,-0.72151284426256,0.004034296273916,-7.3817542811584E-06,6.8967614110534E-09,-3.2777426034755E-12,6.2418137087338E-16
Cl3Pt,platinum (III) chloride,25909-39-1,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
Cl4Pt,platinum (IV) chloride,37773-49-2,150.0,1500.0,66.294182506858,0.091335472004662,5.3481951802343E-05,-3.7936155929027E-07,4.7873788421141E-10,-2.5521514460605E-13,5.0697213372195E-17
Cl4H6N2Pt,"platinum (IV), cis-tetrachlorodiammine",16893-05-3,150.0,1500.0,134.99204815563,-0.27046805881843,0.0018857851326027,-3.6488368502131E-06,3.4917002628731E-09,-1.67461903564E-12,3.1941650105091E-16
Cl4H6N2Pt,"platinum (IV), trans-tetrachlorodiammine",16893-06-4,150.0,1500.0,134.99204815563,-0.27046805881843,0.0018857851326027,-3.6488368502131E-06,3.4917002628731E-09,-1.67461903564E-12,3.1941650105091E-16
Cl4H10O5Pt,platinum (IV) chloride pentahydrate,13454-96-1,150.0,1500.0,201.44574795678,-0.6216156309691,0.0036625806858172,-6.8069330954369E-06,6.3641722833251E-09,-3.0084630286593E-12,5.68783037986E-16
Cl6H14O6Pt,hexachloroplatinic acid hexahydrate,18497-13-7,150.0,1500.0,272.54956429662,-0.9006659252061,0.0051963024544242,-9.6225406909724E-06,8.9783583187752E-09,-4.2371358026949E-12,7.9990208140554E-16
F4Pt,platinum (IV) fluoride,13455-15-7,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
F6Pt,platinum (VI) fluoride,13693-05-5,150.0,1500.0,102.97573452539,-0.38727394042694,0.0023016625666091,-4.6349411354538E-06,4.5399408269738E-09,-2.1873221525191E-12,4.1412810030537E-16
F12P4Pt,"platinum, tetrakis (trifluorophosphine)",19529-53-4,150.0,1500.0,268.77670071545,-1.1875085794902,0.0067750289233393,-1.3561511202394E-05,1.3234190978589E-08,-6.3475645464345E-12,1.1957577257153E-15
H6N4O4Pt,diammineplatinum (II) nitrite,14286-02-3,150.0,1500.0,152.19441255638,-0.51415678722318,0.0029501120837811,-5.4600771979351E-06,5.0782566341829E-09,-2.3851083594298E-12,4.4794921408385E-16
I2Pt,platinum (II) iodide,7790-39-8,150.0,1500.0,36.098877730606,0.20287325344177,-0.00063426678504836,1.0625440934239E-06,-9.6717146617034E-10,4.4803736627199E-13,-8.2545339652664E-17
I3Pt,platinum triiodide,68220-29-1,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
I4Pt,platinum (IV) iodide,7790-46-7,150.0,1500.0,65.462680604594,0.20771310270633,-0.00051079194814917,8.6030540905222E-07,-8.4310459295738E-10,4.1743007553173E-13,-8.0644726790891E-17
I6K2Pt,dipotassium hexaiodoplatinate (IV),16905-14-9,150.0,1500.0,123.65948382589,0.24223504939497,-0.00032622871084728,4.3570148196447E-07,-4.6333872647797E-10,2.5433245600549E-13,-5.2591033866814E-17
OPt,platinum (II) oxide,12035-82-4,150.0,1500.0,19.471438524083,0.13855429110015,-0.00044221210987041,6.872895898561E-07,-5.6626250285327E-10,2.3908837632597E-13,-4.0759083084664E-17
O2Pt,platinum (IV) oxide,1314-15-4,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
O3Pt,platinum (IV) oxide peroxide,77883-44-4,150.0,1500.0,44.944165859825,0.019596064932248,0.00018884691435555,-4.6769678618655E-07,4.8368917039011E-10,-2.4002418514493E-13,4.6614655795097E-17
PtS,platinum (II) sulfide,12038-20-9,150.0,1500.0,21.797196099104,0.1499080248789,-0.00046819011618874,7.0803008423388E-07,-5.7331980220349E-10,2.4055843413622E-13,-4.1113820957959E-17
PtS2,platinum (IV) sulfide,12038-21-0,150.0,1500.0,36.859317341864,0.10178264557595,-0.00017863861040598,1.5127739061797E-07,-5.5401264963398E-11,2.4722112280734E-15,2.2183106050781E-18
PtSe2,platinum (IV) selenide,12038-26-5,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
PtSi,platinum silicide,12137-83-6,150.0,1500.0,22.776466837565,0.12565283051362,-0.00036536087835665,5.3366363953546E-07,-4.2601897204277E-10,1.7879945790551E-13,-3.0842544394306E-17
PtTe,platinum telluride,12166-00-6,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
PtTe2,platinum ditelluride,12038-29-8,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
C4H8Cl4Pt2,"diplatinum (II), di-μ-chloro-dichlorobis(ethylene)",12073-36-8,150.0,1500.0,203.2442961878,-0.82133716323314,0.0046098422323251,-8.8041526270497E-06,8.3733196404046E-09,-3.9686526140632E-12,7.4500623545432E-16
C4H16I2N6O6Pt2,"diplatinum (II) nitrate, di-μ-iodobis(ethylenediamine)",109998-76-7,150.0,1500.0,384.09102325212,-1.7365291151748,0.009280728936895,-1.7095526378717E-05,1.5855597229203E-08,-7.40548298004E-12,1.3803912846323E-15
Cl4H12N4Pt2,"tetrachloroplatinum (II), tetraammineplatinum (II)",13820-46-7,150.0,1500.0,218.10641398248,-0.61743054100464,0.0037486325139963,-7.0294947633923E-06,6.6325121391749E-09,-3.1602680916076E-12,6.0121232887204E-16
F20Pt4,platinum pentafluoride,13782-84-8,150.0,1500.0,370.78677426327,-1.7084679315288,0.0095319049396318,-1.873451146179E-05,1.8062907369509E-08,-8.6066468667691E-12,1.6166971767398E-15
Pu,plutonium,7440-07-5,298.15,1500.0,21.658268670105,0.006338765626786,-9.756620066046E-05,3.226014292108E-07,-3.8229615074126E-10,2.0251220573879E-13,-4.0445757841333E-17
Br3Pu,plutonium (III) bromide,15752-46-2,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
Cl3Pu,plutonium (III) chloride,13569-62-5,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
Cl4Pu,plutonium (IV) chloride,13536-92-0,150.0,1500.0,66.294182506858,0.091335472004662,5.3481951802343E-05,-3.7936155929027E-07,4.7873788421141E-10,-2.5521514460605E-13,5.0697213372195E-17
F3Pu,plutonium (III) fluoride,13842-83-6,150.0,1500.0,54.855404688404,-0.094620268081104,0.00077196047210543,-1.6850791783186E-06,1.7243512432283E-09,-8.5433874745115E-13,1.6484107383363E-16
F4Pu,plutonium (IV) fluoride,13709-56-3,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
F6Pu,plutonium (VI) fluoride,13693-06-6,150.0,1500.0,102.97573452539,-0.38727394042694,0.0023016625666091,-4.6349411354538E-06,4.5399408269738E-09,-2.1873221525191E-12,4.1412810030537E-16
H2Pu,plutonium dihydride,17336-52-6,150.0,1500.0,21.029024278102,0.11492229667677,-0.00035145138730947,5.5676165870211E-07,-4.3912729630669E-10,1.6755136100216E-13,-2.4515657044664E-17
H3Pu,plutonium trihydride,15457-77-9,150.0,1500.0,28.175998991403,0.073366742883576,-0.00014830626976924,2.0275109865434E-07,-1.130717742121E-10,1.2004712700604E-14,5.4494907508658E-18
I3Pu,plutonium (III) iodide,13813-46-2,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
NPu,plutonium nitride,12033-54-4,150.0,1500.0,19.643083545276,0.14179830007504,-0.00045102538380559,6.9207681165362E-07,-5.629237154192E-10,2.3558265591009E-13,-3.9981751961292E-17
OPu,plutonium (II) oxide,12035-83-5,150.0,1500.0,19.471438524083,0.13855429110015,-0.00044221210987041,6.872895898561E-07,-5.6626250285327E-10,2.3908837632597E-13,-4.0759083084664E-17
PuS,plutonimu (II) sulphide,12038-51-6,150.0,1500.0,21.797196099104,0.1499080248789,-0.00046819011618874,7.0803008423388E-07,-5.7331980220349E-10,2.4055843413622E-13,-4.1113820957959E-17
PuSe,plutonimu (II) selenide,23299-88-9,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
O2Pu,plutonium (IV) oxide,12059-95-9,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
O3Pu2,plutonium (III) oxide,12036-34-9,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
Pu2S3,plutonium (III) sulphide,12038-56-1,150.0,1500.0,66.33793875599,0.068498315023455,0.0001414570953805,-5.1665792390878E-07,5.9036676841395E-10,-3.0185917580898E-13,5.8626982145311E-17
Ra,radium,7440-14-4,298.15,298.15,20.8,0.0,0.0,0.0,0.0,0.0,0.0
Br2Ra,radium bromide,10031-23-9,150.0,1500.0,37.77516814199,0.14931836845137,-0.00035864858143317,4.3308146465306E-07,-2.7487822664631E-10,8.5718133819186E-14,-9.9963269874325E-18
Cl2Ra,radium chloride,10025-66-8,150.0,1500.0,36.514628680487,0.1446844381119,-0.00035212983518014,4.4271060949535E-07,-3.0625022785463E-10,1.1171475634596E-13,-1.687436960028E-17
CO3Ra,radium carbonate,7116-98-5,150.0,1500.0,61.283619816116,-0.12917124857079,0.00091401069988044,-1.8380777788811E-06,1.7732611924122E-09,-8.407289655123E-13,1.569924808609E-16
F2Ra,radium fluoride,20610-49-5,150.0,1500.0,38.815294745174,0.002930955993227,0.00026205977414866,-7.0179185975247E-07,7.8582138251222E-10,-4.1001094604598E-13,8.1745398401223E-17
I2Ra,radium diiodide,20610-52-0,150.0,1500.0,36.098877730606,0.20287325344177,-0.00063426678504836,1.0625440934239E-06,-9.6717146617034E-10,4.4803736627199E-13,-8.2545339652664E-17
ORa,radium oxide,12143-02-1,150.0,1500.0,19.471438524083,0.13855429110015,-0.00044221210987041,6.872895898561E-07,-5.6626250285327E-10,2.3908837632597E-13,-4.0759083084664E-17
O4RaS,radium sulfate,7446-16-4,150.0,1500.0,72.74265077192,-0.088008427479486,0.00079392793238056,-1.6019426681195E-06,1.5265835445828E-09,-7.17666688966E-13,1.336336568345E-16
Rb,rubidium,7440-17-7,150.0,1500.0,20.783564686663,8.1680809547582E-06,0.0,0.0,0.0,0.0,0.0
AlH24O20RbS2,rubidium aluminum sulfate dodecahydrate,7784-29-4,150.0,1500.0,479.59550229821,-2.1510401772204,0.011393959257222,-2.0671943761003E-05,1.9023156633923E-08,-8.8790535786983E-12,1.6614961235385E-15
AlO8RbS2,rubidium aluminum sulfate,13530-57-9,150.0,1500.0,155.23174521241,-0.43995752998023,0.0027321222950445,-5.2457720730017E-06,4.8981140746441E-09,-2.2712586562127E-12,4.1809014430907E-16
BF4Rb,rubidium fluoroborate,18909-68-7,150.0,1500.0,87.211382164951,-0.30995886365726,0.0018843660058696,-3.8390139192929E-06,3.7901096210103E-09,-1.8340838180337E-12,3.4793959195026E-16
BH4Rb,rubidium tetrahydridoborate,20346-99-0,150.0,1500.0,51.638841233932,-0.085976182342102,0.00065734368321778,-1.3219068829766E-06,1.3402122640251E-09,-6.7895920428289E-13,1.3541748112873E-16
BrRb,rubidium bromide,7789-39-1,150.0,1500.0,22.25512149941,0.17367588631251,-0.00055819510168104,8.4893212120273E-07,-6.8305828299049E-10,2.8218139540258E-13,-4.7221139748217E-17
BrO3Rb,rubidium bromate,13446-70-3,150.0,1500.0,60.46421250292,-0.0047614529375717,0.00038839343464826,-8.8354744283806E-07,8.9186922684748E-10,-4.3648744678869E-13,8.3839468568228E-17
C2H3O2Rb,rubidium acetate,563-67-7,150.0,1500.0,86.327634237766,-0.34312611025768,0.0019330803253389,-3.6929972623992E-06,3.5160239426569E-09,-1.6685174092825E-12,3.1357887971681E-16
C5H7O2Rb,rubidium acetylacetonate,66169-93-5,150.0,1500.0,163.9338949504,-0.95565026578142,0.0049211521512629,-9.2201824788405E-06,8.6889620950709E-09,-4.0928183425107E-12,7.6457294587577E-16
C24H20BRb,rubidium tetraphenylborate,5971-93-7,150.0,1500.0,558.13733154573,-4.3212805662367,0.021311596412011,-3.9875219658391E-05,3.7506829134999E-08,-1.7584620300048E-11,3.2639276462384E-15
ClRb,rubidium chloride,7791-11-9,150.0,1500.0,21.624851768595,0.17135892114388,-0.00055493572856062,8.5374669363863E-07,-6.987442836119E-10,2.9517970667555E-13,-5.0660161056666E-17
ClO3Rb,rubidium chlorate,13446-71-4,150.0,1500.0,59.833942772829,-0.0070784181183248,0.00039165280783102,-8.7873287054339E-07,8.7618322638289E-10,-4.2348913559933E-13,8.0400447276889E-17
ClO4Rb,rubidium perchlorate,13510-42-4,150.0,1500.0,72.570306441916,-0.066557531222637,0.0007071823200487,-1.4562260588016E-06,1.4011590632672E-09,-6.6304541647463E-13,1.2408731674534E-16
CNRb,rubidium cyanide,19073-56-4,150.0,1500.0,35.982537500401,-0.0069690134086235,0.0002741384016208,-6.7830418082041E-07,7.2664830636052E-10,-3.651221243292E-13,7.0396073078493E-17
FRb,rubidium fluoride,13446-74-7,150.0,1500.0,22.775184801322,0.10048218007809,-0.00024784092386278,2.8149545893846E-07,-1.5270847834334E-10,3.4316855434003E-14,-1.350277046558E-18
