molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
C7H11KO5,potassium benzoate trihydrate,582-25-2,150.0,1500.0,263.40979271335,-1.5978444471038,0.0081306487282572,-1.5109466267231E-05,1.414725573597E-08,-6.6350833379199E-12,1.2362497953584E-15
C9H10BKN6,potassium hydrotris(1-pyrazolyl) borate,18583-60-3,150.0,1500.0,319.02382724681,-2.0116259511504,0.010242985886572,-1.9215634973329E-05,1.8072581337437E-08,-8.4769541234094E-12,1.5753939966906E-15
C10H17KO2,potassium cyclohexanebutyrate,62638-03-3,150.0,1500.0,317.10091184453,-2.1150423708874,0.010578422252532,-1.9612193038807E-05,1.8397377421701E-08,-8.6518087250025E-12,1.616113548677E-15
C12H10KP,potassium diphenylphosphide,15475-27-1,150.0,1500.0,291.66834606341,-2.0564617188702,0.010329165519049,-1.9476606267237E-05,1.8409948885276E-08,-8.6588480828566E-12,1.6105033186327E-15
C12H28BK,potassium tri-sec-butylborohydride,54575-49-4,150.0,1500.0,419.23968177948,-2.8685172345903,0.014234791926243,-2.626273222687E-05,2.4640409047931E-08,-1.1620536122269E-11,2.1791149278546E-15
C15H22BKN6,"potassium tris(3,5-dimethyl-1-pyrazolyl)borohydride",17567-17-8,150.0,1500.0,502.82424750078,-3.4028964769609,0.017031710006477,-3.1686047641648E-05,2.9722679725375E-08,-1.3947742580269E-11,2.5972427196181E-15
C15H34BK,potassium trisisoamylborohydride,67966-25-0,150.0,1500.0,511.13989190742,-3.5641524975106,0.01762915398627,-3.2497938561192E-05,3.0465458242073E-08,-1.4355930350788E-11,2.6900392893361E-15
C18H16BK,potassium triphenylborohydride,99747-36-1,150.0,1500.0,431.51270898017,-3.262454470471,0.016148033230886,-3.0236891466975E-05,2.8465174919967E-08,-1.3358205027554E-11,2.4818001052574E-15
C18H35KO2,potassium stearate,593-29-3,150.0,1500.0,576.46208829039,-4.0531808464505,0.020036344648649,-3.694743105259E-05,3.4582952985987E-08,-1.6257286632253E-11,3.0385088084757E-15
C24H16BCl4K,potassium tetrakis(4-chlorophenyl)borate,14680-77-4,150.0,1500.0,589.10854034174,-4.2617562832193,0.021310239515511,-4.0103321755083E-05,3.7772583269989E-08,-1.7696293508339E-11,3.2792102209179E-15
ClK,potassium chloride,7447-40-7,150.0,1500.0,24.568574801911,0.097914409713655,-0.00031320055810522,5.2166316018053E-07,-4.6629642022285E-10,2.1184575734731E-13,-3.8368380114921E-17
ClCrKO3,potassium chlorochromate,16037-50-6,150.0,1500.0,74.250442947952,0.0077626305692405,0.00042219700815745,-9.8991549218288E-07,1.0040327233268E-09,-4.8973430015715E-13,9.3476987341623E-17
ClH6KMgO7S,potassium magnesium chloride sulfate,1318-72-5,150.0,1500.0,183.13986712988,-0.52761252362424,0.0031927372665759,-5.9807042957638E-06,5.5781877369386E-09,-2.619325534382E-12,4.913474831432E-16
ClKO3,potassium chlorate,3811-04-9,150.0,1500.0,59.833942772829,-0.0070784181183248,0.00039165280783102,-8.7873287054339E-07,8.7618322638289E-10,-4.2348913559933E-13,8.0400447276889E-17
ClKO4,potassium perchlorate,7778-74-7,150.0,1500.0,72.570306441916,-0.066557531222637,0.0007071823200487,-1.4562260588016E-06,1.4011590632672E-09,-6.6304541647463E-13,1.2408731674534E-16
Cl3H3KNPt,potassium trichloroammineplatinum (II),13820-91-2,150.0,1500.0,100.16983859085,-0.048050761626896,0.00079737184883941,-1.7142457415523E-06,1.7205745139607E-09,-8.476973039436E-13,1.6434760573683E-16
CrH24KO20S2,potassium chromium (III) sulfate dodecahydrate,7788-99-0,150.0,1500.0,477.53048394718,-2.0702918576715,0.011037978649123,-2.0006022423471E-05,1.8397297484544E-08,-8.5880181218658E-12,1.6081957854526E-15
DKO,potassium deuteroxide,24572-01-8,150.0,1500.0,33.887938697136,0.15339533982244,-0.00041166790972252,5.7610696862045E-07,-4.384130063571E-10,1.7284321200652E-13,-2.768254306863E-17
D2KO4P,potassium dideuterophosphate,13761-79-0,150.0,1500.0,103.90360650667,-0.063932774364645,0.00091895536902692,-2.0242667555966E-06,2.0301317468658E-09,-9.8563969090609E-13,1.8721849847391E-16
FK,potassium fluoride,7789-23-3,150.0,1500.0,23.606549667181,0.080629065113989,-0.0002114019942535,3.0517796256579E-07,-2.4637253013156E-10,1.0409411851151E-13,-1.7887171475087E-17
FH4KO2,potassium fluoride dihydrate,13455-21-5,150.0,1500.0,76.835810983865,-0.18469826115475,0.0011957985699669,-2.2895331560284E-06,2.2014652818674E-09,-1.0669822984891E-12,2.0588405286077E-16
F6KP,potassium hexafluorophosphate,17084-13-8,150.0,1500.0,120.36581115567,-0.44100576404124,0.0026551531086521,-5.3916526738802E-06,5.3057085732961E-09,-2.5608910486209E-12,4.8489199345436E-16
F6KSb,potassium hexafluorantimonate,16893-92-8,150.0,1500.0,117.39223469837,-0.37243289170326,0.0023322067667506,-4.7461237566768E-06,4.6677903234574E-09,-2.2535673168326E-12,4.2720464032028E-16
HK,potassium hydride,7693-26-7,150.0,1500.0,30.929886003245,-0.035621234962503,0.00021491613856596,-4.1872532923437E-07,3.9609778327931E-10,-1.8420465782391E-13,3.3705414174579E-17
CHKO3,potassium hydrogen carbonate,298-14-6,150.0,1500.0,68.430594528994,-0.17072680235702,0.0011171558173856,-2.192088338851E-06,2.0993167144217E-09,-9.9627561376909E-13,1.8695762864736E-16
F2HK,potassium hydrogen fluoride,7789-29-9,150.0,1500.0,45.962269457146,-0.038624597777617,0.00046520489157394,-1.05580241954E-06,1.1118769043179E-09,-5.6555759419356E-13,1.1171054616526E-16
HI2KO6,potassium hydrogen iodate,13455-24-8,150.0,1500.0,119.66403445085,-0.19555697884968,0.0014620554051382,-2.7564255946729E-06,2.5087390755598E-09,-1.1448469663888E-12,2.095410247707E-16
HKO3S,potassium hydrogen sulfite,7773-03-7,150.0,1500.0,67.153261812066,-0.070084868099704,0.00068154353734746,-1.3784600390988E-06,1.3276632288892E-09,-6.3365705590863E-13,1.1991193506234E-16
HKS,potassium hydrogen sulfide,1310-61-8,150.0,1500.0,28.944170810217,0.10835247112245,-0.00026504499883778,3.5401952461515E-07,-2.4726428058547E-10,8.50117860888E-14,-1.1148673214428E-17
HKO4S,potassium hydrogen sulfate,7646-93-7,150.0,1500.0,79.889625483437,-0.1295639812422,0.00099707304976033,-1.9559532277963E-06,1.8526390662585E-09,-8.7321333704129E-13,1.6359880458324E-16
HKO3Se,potassium hydrogen selenite,7782-70-9,150.0,1500.0,66.507640744958,-0.0071184401182858,0.00042253623193945,-9.3288996723508E-07,9.3759418872116E-10,-4.6181599762796E-13,8.9656343578515E-17
AsH2KO4,potassium dihydrogen arsenate,7784-41-0,150.0,1500.0,86.390979125605,-0.10815310698638,0.00094121086154455,-1.8643937151917E-06,1.7886255473094E-09,-8.5691892659524E-13,1.6330836079942E-16
H2KO0.5S,potassium hydrogen sulfide hemihydrate,1310-61-8,150.0,1500.0,42.459327356612,0.037057360801456,9.5864874685642E-05,-2.8873762927637E-07,3.4127915963381E-10,-1.9031300248087E-13,4.06599092806E-17
H2KO2P,potassium hypophosphite,7782-87-8,150.0,1500.0,63.891828246216,-0.057767753140414,0.00063309817913684,-1.3549362561628E-06,1.3765921236932E-09,-6.8513009679977E-13,1.336219750306E-16
H2KO4P,potassium dihydrogen phosphate,7778-77-0,150.0,1500.0,89.364555584843,-0.17672597935658,0.0012641572036105,-2.5099226327646E-06,2.4265437975557E-09,-1.1642426585999E-12,2.2099571397755E-16
IK,potassium iodide,7681-11-0,150.0,1500.0,36.738573444661,0.0012860189680991,0.0,0.0,0.0,0.0,0.0
IKO3,potassium iodate,7758-05-6,150.0,1500.0,59.62606729896,0.022015989528545,0.00025058433299051,-5.688161287925E-07,5.4572260746319E-10,-2.5532783076383E-13,4.7564962276873E-17
IKO4,potassium periodate,7790-21-8,150.0,1500.0,72.362430968534,-0.037463123583868,0.00056611384524927,-1.1463093171425E-06,1.0706984444482E-09,-4.9488411169225E-13,9.1251831756103E-17
H2I3KO,potassium triiodide monohydrate,7790-42-3,150.0,1500.0,77.811092257558,0.062702957479494,0.00014929038020462,-3.240895559951E-07,2.7194885026574E-10,-1.1791585591356E-13,2.2022131702146E-17
I3KZn,potassium triiodozincate,7790-43-4,150.0,1500.0,65.197279338092,0.22013422683909,-0.00054198516666963,8.5024213049532E-07,-7.7728853361256E-10,3.6648855687181E-13,-6.8518493264765E-17
KMnO4,potassium permanganate,7722-64-7,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
KNO2,potassium nitrite,7758-09-0,150.0,1500.0,45.115810882934,0.022840073875078,0.0001800336405845,-4.6290956475885E-07,4.8702795823282E-10,-2.4352990577776E-13,4.7391986962692E-17
KNO3,potassium nitrate,7757-79-1,150.0,1500.0,57.852174550495,-0.036639039203881,0.00049556315267306,-1.0404027527275E-06,1.0120037947984E-09,-4.830861864843E-13,9.1078856396826E-17
KNO3,potassium nitrate-(N=15),57654-83-8,150.0,1500.0,44.944165859825,0.019596064932248,0.00018884691435555,-4.6769678618655E-07,4.8368917039011E-10,-2.4002418514493E-13,4.6614655795097E-17
KN3,potassium azide,20762-60-1,150.0,1500.0,45.459100925236,0.029328091826186,0.0001624070927075,-4.5333512114916E-07,4.9370553308504E-10,-2.505413466012E-13,4.8946649207756E-17
KN3O11U,potassium uranyl nitrate,18078-40-5,150.0,1500.0,199.97560144617,-0.61010110339663,0.0036637759262084,-6.9169428108662E-06,6.3962892326906E-09,-2.9519055991535E-12,5.4257875309143E-16
KNbO3,potassium niobate,12030-85-2,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
HKO,potassium hydroxide,1310-58-3,150.0,1500.0,12.852551104953,0.26663864225387,-0.00076400128411296,1.1621110835176E-06,-9.6593803675293E-10,4.1523915724496E-13,-7.2162113261704E-17
KO2,potassium superoxide,12030-88-5,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
KO3Ta,potassium tantalate,12030-91-0,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
KO3V,potassium vanadate,13769-43-2,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
KO4Re,potassium perrhenate,10466-65-6,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
KO4Ru,potassium perruthenate,10378-50-4,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
CKNS,potassium thiocyanate,333-20-0,150.0,1500.0,51.044658743424,-0.055094392716016,0.00056368990742667,-1.2350568744892E-06,1.2445668436599E-09,-6.0320834726916E-13,1.1372820464808E-16
Al2H6K2O7,potassium aluminate trihydrate,37280-47-0,150.0,1500.0,186.15100602306,-0.58462720293645,0.0034734294838839,-6.5671234355058E-06,6.1751924356705E-09,-2.9123356034439E-12,5.4698331632799E-16
B2H2K2O7,potassium perborate monohydrate,28876-88-2,150.0,1500.0,157.23180518827,-0.5221651891132,0.0030928090688293,-5.938168122543E-06,5.6180100895962E-09,-2.6464223062393E-12,4.9437465429903E-16
B4H10K2O12,potassium tetraborate pentahydrate,1332-77-0,150.0,1500.0,310.72115628114,-1.3875799275532,0.0075006272396318,-1.3999013383986E-05,1.3105790479294E-08,-6.1594114323869E-12,1.1525358687604E-15
B4H8K2O11,potassium tetraborate tetrahydrate,12045-78-2,150.0,1500.0,283.69084319086,-1.2449897069528,0.0067788074927958,-1.2713499076674E-05,1.1928703599373E-08,-5.6087618555208E-12,1.0489187038259E-15
B10H16K2O24,potassium pentaborate octahydrate,12229-13-9,150.0,1500.0,604.33457376116,-3.0573868360883,0.016120881103803,-3.007687953205E-05,2.8125204750423E-08,-1.317987030431E-11,2.4565862445511E-15
BeF4H4K2O2,potassium tetrafluoroberyllate dihydrate,7787-50-0,150.0,1500.0,153.78914115832,-0.44766983591132,0.0027865890640239,-5.4617603539577E-06,5.2727538567476E-09,-2.5324560312076E-12,4.8132415916273E-16
Br4K2Pd,potassium tetrabromopalladate (II),13826-93-2,150.0,1500.0,97.648261773346,0.13028543017189,0.00010153285936924,-6.2098509094602E-07,7.9718087906944E-10,-4.3969871800673E-13,9.0606378570596E-17
Br4K2Pt,potassium tetrabromoplatinate (II),13826-94-3,150.0,1500.0,97.648261773346,0.13028543017189,0.00010153285936924,-6.2098509094602E-07,7.9718087906944E-10,-4.3969871800673E-13,9.0606378570596E-17
Br6K2Pt,potassium hexabromoplatinate (IV),16920-93-7,150.0,1500.0,128.6883550576,0.081570394464756,0.00050062589978782,-1.4526864038724E-06,1.6135409915675E-09,-8.3262524107277E-13,1.6505600407168E-16
CH3K2O4.5,potassium carbonate sesquihydrate,6381-79-9,150.0,1500.0,116.24558962664,-0.3282155307832,0.002027284520455,-3.87753186147E-06,3.6667410092131E-09,-1.7329484953541E-12,3.2549476832411E-16
CK2O3,potassium carbonate,584-08-7,150.0,1500.0,75.700119988188,-0.1143301998322,0.00094455489994563,-1.9492603999319E-06,1.9011106887055E-09,-9.0697412972463E-13,1.7006902085519E-16
CK2O2S,potassium thiocarbonate,26750-66-3,150.0,1500.0,82.677392712187,-0.080268998478116,0.00086662088089885,-1.8870389165907E-06,1.8799387904241E-09,-9.0256395617097E-13,1.6900480721017E-16
C2H2K2O5,potassium oxalate monohydrate,6487-48-5,150.0,1500.0,131.80625070569,-0.4651668470707,0.0027070679446799,-5.1826488885443E-06,4.8927454279149E-09,-2.297884768035E-12,4.2775088036497E-16
C2H2K2O7,potassium percarbonate monohydrate,589-97-9,150.0,1500.0,157.27897803886,-0.58412507319536,0.0033381269686847,-6.3376352640886E-06,5.9426971006076E-09,-2.7769973292135E-12,5.1512461918509E-16
C4CdK2N4,potassium hexacyanocadmium,14402-75-6,150.0,1500.0,152.55792578572,-0.59229416885382,0.0034308668733025,-6.7299303006812E-06,6.4360072382953E-09,-3.028912797904E-12,5.6107523007571E-16
C4H2K2N4NiO,potassium tetracyanonickelate (II) monohydrate,14220-17-8,150.0,1500.0,179.58823888127,-0.73488438954255,0.0041526866205926,-8.0154446090209E-06,7.6130941193571E-09,-3.5795623753779E-12,6.6469239513459E-16
C4H4K2O10Pt,potassium bis(oxalato)platinate (II),14244-64-5,150.0,1500.0,256.87742655179,-1.1283670982688,0.0061718775110537,-1.1630080554315E-05,1.0876729194586E-08,-5.0744141927503E-12,9.3994771317683E-16
C4H4K2O11Ti,potassium titanium oxalate dihydrate,14402-67-6,150.0,1500.0,269.61379023083,-1.1878462115395,0.0064874070241238,-1.2207573744496E-05,1.1401705033597E-08,-5.3139704747554E-12,9.8363458287575E-16
C4H6K2N4O3Pt,potassium tetracyanoplatinate (II) trihydrate,14323-36-5,150.0,1500.0,233.64886505718,-1.0200648306642,0.0055963261138506,-1.0586473222694E-05,9.9672678781322E-09,-4.6808615285362E-12,8.7192672488554E-16
C4HgK2N4,potassium tetracyanomercurate (II),591-89-9,150.0,1500.0,152.55792578572,-0.59229416885382,0.0034308668733025,-6.7299303006812E-06,6.4360072382953E-09,-3.028912797904E-12,5.6107523007571E-16
C4K2N4Pt,potassium tetracyanoplatinate (II),562-76-5,150.0,1500.0,152.55792578572,-0.59229416885382,0.0034308668733025,-6.7299303006812E-06,6.4360072382953E-09,-3.028912797904E-12,5.6107523007571E-16
C4K2N4PtS4,potassium tetrakis (thiocyanato) platinum (II),14244-61-2,150.0,1500.0,212.80641075974,-0.78479568611575,0.0045890728966941,-8.9569410757406E-06,8.5076813879222E-09,-3.9812576898942E-12,7.3440375640138E-16
C4K2N4Zn,potassium tetracyanozincate,14244-62-3,150.0,1500.0,152.55792578572,-0.59229416885382,0.0034308668733025,-6.7299303006812E-06,6.4360072382953E-09,-3.028912797904E-12,5.6107523007571E-16
C5H4FeK2N6O3,potassium nitroprusside dihydrate,14709-57-0,150.0,1500.0,261.51038697538,-1.1981912449726,0.0065286321415403,-1.2394245029747E-05,1.1661358106297E-08,-5.456597015783E-12,1.0113026557275E-15
C6CoFeK2N6,potassium hexacyanocobalt (II)ferrate (II),12549-23-4,150.0,1500.0,225.46935125025,-0.98745795536973,0.0055251711209326,-1.0727286839937E-05,1.019963002716E-08,-4.7826915253783E-12,8.838358213745E-16
C6K2N6Pt,potassium hexacyanoplatinate (IV),16920-94-8,150.0,1500.0,211.05285106901,-1.0022990039539,0.0054946269200711,-1.0616104217079E-05,1.0071780528857E-08,-4.7164463600933E-12,8.7075928116059E-16
C6K2N6PtS6,potassium hexathiocyantoplatinate (IV),17069-38-4,150.0,1500.0,301.42557852919,-1.2910512798316,0.0072319359550773,-1.3956620379478E-05,1.3179291753081E-08,-6.1449636979608E-12,1.1307520706246E-15
C8H10K2O15Sb2,potassium antimony tartrate hemihydrate,28300-74-5,150.0,1500.0,443.21540916889,-2.2553241917333,0.011899595119087,-2.2234316446678E-05,2.07440790948E-08,-9.6745397720023E-12,1.792760787424E-15
C10H18K2N2O10,potassium ethylenediaminetetracetate dihydrate,25102-12-9,150.0,1500.0,466.37131345334,-2.7300599888698,0.013949780143589,-2.5842743656948E-05,2.4107718381636E-08,-1.1276174785946E-11,2.0975785931615E-15
CdH4I4K2O2,potassium tetraiodocadmium dihydrate,584-10-1,150.0,1500.0,148.3563071264,-0.047785240966882,0.00099393594538267,-1.9330884470382E-06,1.7667681587469E-09,-8.1635940623022E-13,1.5274268298469E-16
Cl6IrK2,potassium hexachloroiridate (IV),16920-56-2,150.0,1500.0,124.90673667406,0.067668603430451,0.00052018213862634,-1.4237989695203E-06,1.5194249881318E-09,-7.5463537359128E-13,1.4442187625301E-16
Cl6K2Pd,potassium hexachloropalladate (IV),16919-73-6,150.0,1500.0,124.90673667406,0.067668603430451,0.00052018213862634,-1.4237989695203E-06,1.5194249881318E-09,-7.5463537359128E-13,1.4442187625301E-16
Cl6K2Re,potassium hexachlororhenate (IV),16940-97-9,150.0,1500.0,124.90673667406,0.067668603430451,0.00052018213862634,-1.4237989695203E-06,1.5194249881318E-09,-7.5463537359128E-13,1.4442187625301E-16
CoH12K2O14Se2,potassium cobalt (II) selenate hexahydrate,28041-86-3,150.0,1500.0,328.47386344658,-1.0739766294236,0.0062195897576506,-1.15129790576E-05,1.0682487621733E-08,-5.0066837087282E-12,9.3905815295572E-16
CrK2O4,potassium chromate,7789-00-6,150.0,1500.0,86.513529875106,-0.010200950729158,0.00056546482687828,-1.2675552169383E-06,1.2643640002925E-09,-6.1207079467329E-13,1.1645460529859E-16
Cr2K2O7,potassium dichromate,7778-50-9,150.0,1500.0,139.13912105415,-0.17379724129901,0.0015425975635741,-3.1112174027146E-06,2.9671410071857E-09,-1.3969848014838E-12,2.6059175369268E-16
DK2O4P,potassium monodeuterium phosphate,22387-03-7,150.0,1500.0,103.90360650667,-0.063932774364645,0.00091895536902692,-2.0242667555966E-06,2.0301317468658E-09,-9.8563969090609E-13,1.8721849847391E-16
F6GeK2,potassium hexafluorogermanate,7783-73-5,150.0,1500.0,131.80873487133,-0.35759184298051,0.0023627509669018,-4.8573063779314E-06,4.7956398199853E-09,-2.3198124811735E-12,4.4028118034147E-16
F6H2K2OTi,potassium hexafluorotitanate monohydrate,16919-27-0,150.0,1500.0,158.83904796217,-0.50018206358867,0.0030845707137698,-6.1428206853001E-06,5.9727266999553E-09,-2.8704620580594E-12,5.4389834527907E-16
F6K2Ni,potassium hexafluoronickelate (IV),17218-47-2,150.0,1500.0,131.80873487133,-0.35759184298051,0.0023627509669018,-4.8573063779314E-06,4.7956398199853E-09,-2.3198124811735E-12,4.4028118034147E-16
F6K2Zr,potassium hexafluorozirconate,16923-95-8,150.0,1500.0,131.80873487133,-0.35759184298051,0.0023627509669018,-4.8573063779314E-06,4.7956398199853E-09,-2.3198124811735E-12,4.4028118034147E-16
F7K2Nb,potassium heptafluoroniobate,16924-03-1,150.0,1500.0,147.84884481647,-0.45514306708643,0.0028726516650181,-5.8405936968525E-06,5.7341696810894E-09,-2.7641402827829E-12,5.2337685581519E-16
F7K2Ta,potassium heptafluorotantalate,16924-00-8,150.0,1500.0,147.84884481647,-0.45514306708643,0.0028726516650181,-5.8405936968525E-06,5.7341696810894E-09,-2.7641402827829E-12,5.2337685581519E-16
HK2O4P,potassium monohydrogen phosphate,7758-11-4,150.0,1500.0,96.634081046236,-0.12032937686873,0.0010915562863609,-2.267094694277E-06,2.2283377723185E-09,-1.0749411748108E-12,2.041071062376E-16
HK2O3P,potassium hydrogen phosphite,13492-26-7,150.0,1500.0,83.897717376688,-0.060850263756941,0.00077602677410655,-1.6896015059396E-06,1.7033619353497E-09,-8.3538489389197E-13,1.604202367605E-16
HK2O4P,potassium hydrogen phosphate,7758-11-4,150.0,1500.0,96.634081046236,-0.12032937686873,0.0010915562863609,-2.267094694277E-06,2.2283377723185E-09,-1.0749411748108E-12,2.041071062376E-16
H4K2O5S,potassium sulfite dihydrate,7790-56-9,150.0,1500.0,128.48341346141,-0.29886870693606,0.0019525821144013,-3.7066607166582E-06,3.4836309650683E-09,-1.6456547266878E-12,3.1025765736211E-16
H4K2O6Os,potassium osmiate dihydrate,19718-36-6,150.0,1500.0,140.57415605268,-0.29538139187879,0.0020091043202804,-3.8385838309379E-06,3.6185377594309E-09,-1.7133699480254E-12,3.2368893508923E-16
H4K2O12S2U,potassium uranyl sulfate dihydrate,27709-53-1,150.0,1500.0,247.11658054632,-0.7485068290022,0.004481384404588,-8.4170483464291E-06,7.8042298537744E-09,-3.6268800783199E-12,6.7247441486708E-16
H6K2O6Sn,potassium stannate trihydrate,12142-33-5,150.0,1500.0,154.86810548471,-0.37849249955631,0.0024153945558302,-4.5466049520971E-06,4.2706488048012E-09,-2.0244632452582E-12,3.836192308091E-16
H6K2O7Te,potassium tellurate (VI) trihydrate,15571-91-2,150.0,1500.0,167.60446915196,-0.43797161262948,0.0027309240678861,-5.1240981399854E-06,4.795624641272E-09,-2.2640195259118E-12,4.2730610023199E-16
H12K2NiO14S2,potassium nickel sulfate hexahydrate,10294-65-2,150.0,1500.0,329.76510557848,-1.1999094853489,0.0067376043682843,-1.2404119200938E-05,1.146262570166E-08,-5.3503658250813E-12,9.9956933588244E-16
H12K2O14S2Zn,potassium zinc sulfate hexahydrate,13932-17-7,150.0,1500.0,329.76510557848,-1.1999094853489,0.0067376043682843,-1.2404119200938E-05,1.146262570166E-08,-5.3503658250813E-12,9.9956933588244E-16
HgI4K2,potassium tetraiodomercurate (II),7783-33-7,150.0,1500.0,94.29568095087,0.23739520014803,-0.00044970354783842,6.3794016654676E-07,-5.8740559992685E-10,2.8493974687234E-13,-5.4491646754611E-17
