molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E
C8H16,"2,5-dimethyl-2-hexene",3404-78-2,145.38,474.9,152.88757631906,0.50926939194731,-0.0014956954492,2.3892434512006e-06,0.0
C8H16,"3,4-dimethyl-cis2-hexene",19550-81-3,145.38,479.58,152.75662641661,0.50995928775238,-0.0014879660905994,2.3686478740799e-06,0.0
C8H16,"3,4-dimethyl-trans-2-hexene",19550-82-4,145.38,479.58,152.75662641661,0.50995928775238,-0.0014879660905994,2.3686478740799e-06,0.0
C8H16,"3,5-dimethyl-cis2-hexene",66225-31-8,145.38,474.65,152.20000266708,0.51443927944893,-0.001513880694692,2.4175971424247e-06,0.0
C8H16,"3,5-dimethyl-trans-2-hexene",66225-12-5,145.38,474.65,152.20000266708,0.51443927944893,-0.001513880694692,2.4175971424247e-06,0.0
C8H16,"4,4-dimethyl-cis2-hexene",19550-83-5,176.76,469.84,142.46172238174,0.5559527165468,-0.00161196795856,2.4744561959017e-06,0.0
C8H16,"4,4-dimethyl-trans-2-hexene",19550-83-5,176.76,469.84,142.46172238174,0.5559527165468,-0.00161196795856,2.4744561959017e-06,0.0
C8H16,"4,5-dimethyl-2-hexene",73548-71-7,159.4,473.94,139.81241516396,0.49831206603458,-0.0014494956973166,2.276320534649e-06,0.0
C8H16,"4,5-dimethyl-cis2-hexene",65036-71-7,144.34,472.58,152.65148770166,0.50391998602723,-0.0014837981044898,2.3814457316224e-06,0.0
C8H16,"4,5-dimethyl-trans-2-hexene",66225-14-7,144.34,472.58,152.65148770166,0.50391998602723,-0.0014837981044898,2.3814457316224e-06,0.0
C8H16,"5,5-dimethyl-cis2-hexene",39761-61-0,176.76,470.96,143.67822366198,0.54662611219879,-0.0015785845733717,2.4231079457733e-06,0.0
C8H16,"5,5-dimethyl-trans-2-hexene",39782-43-9,176.76,467.49,143.49886036136,0.54870985858167,-0.0015934370470237,2.451302678707e-06,0.0
C8H16,3-ethyl-3-hexene,16789-51-8,160.38,477.39,148.19092582729,0.57825360158527,-0.0017016606203915,2.6243871737973e-06,0.0
C8H16,"2,2-dimethyl-cis3-hexene",690-92-6,135.8,469.14,153.78119520582,0.46471024015079,-0.0013662692462722,2.2487031922814e-06,0.0
C8H16,"2,2-dimethyl-trans-3-hexene",690-93-7,176.76,463.46,142.05889311288,0.56045613151674,-0.0016419770764126,2.5306816384166e-06,0.0
C8H16,"2,3-dimethyl-cis3-hexene",59643-75-3,145.38,477.12,152.82504099915,0.50958790979066,-0.001491977710485,2.3793901769524e-06,0.0
C8H16,"2,3-dimethyl-trans-3-hexene",66225-30-7,145.38,477.12,152.82504099915,0.50958790979066,-0.001491977710485,2.3793901769524e-06,0.0
C8H16,"2,4-dimethyl-cis3-hexene",37549-89-6,145.38,470.95,151.60659763309,0.51920742712891,-0.0015384340119794,2.4623920716137e-06,0.0
C8H16,"2,4-dimethyl-trans-3-hexene",61847-78-7,145.38,469.23,151.31594708045,0.5215643455619,-0.001550446179635,2.4842273568536e-06,0.0
C8H16,"2,5-dimethyl-cis3-hexene",10557-44-5,144.34,462.71,150.47130199093,0.52137106969392,-0.0015663130658436,2.5280468195434e-06,0.0
C8H16,"2,5-dimethyl-trans-3-hexene",692-70-6,144.34,462.71,150.47130199093,0.52137106969392,-0.0015663130658436,2.5280468195434e-06,0.0
C8H16,"3,4-dimethyl-cis3-hexene",19550-87-9,146.42,486.57,153.12639316852,0.51425151111297,-0.0014864819060932,2.3473542391593e-06,0.0
C8H16,"3,4-dimethyl-trans-3-hexene",19550-88-0,146.42,486.57,153.12639316852,0.51425151111297,-0.0014864819060932,2.3473542391593e-06,0.0
C8H16,2-propyl-1-pentene,15918-08-8,163.7,478.53,150.52113223506,0.59954918261455,-0.0017622920645627,2.6937684867772e-06,0.0
C8H16,2-isopropyl-1-pentene,16746-02-4,148.7,474.92,153.79248451584,0.54113342796419,-0.0015966556147241,2.5262294174909e-06,0.0
C8H16,3-methyl-2-ethyl-1-pentene,3404-67-9,148.7,473.08,152.51747801631,0.55095667988702,-0.0016345110163455,2.5875032994208e-06,0.0
C8H16,4-methyl-2-ethyl-1-pentene,3404-80-6,148.7,471.6,153.11002836717,0.54660202644551,-0.0016230381332623,2.5730366285714e-06,0.0
C8H16,2-methyl-3-ethyl-1-pentene,19780-66-6,160.25,471.23,148.21095502521,0.58552469918459,-0.0017360290620191,2.6983467275282e-06,0.0
C8H16,3-methyl-3-ethyl-1-pentene,6196-60-7,180.08,476.28,145.3859260521,0.57127287040366,-0.0016405206734133,2.4877657556628e-06,0.0
C8H16,4-methyl-3-ethyl-1-pentene,61847-80-1,147.66,468.54,153.13574017141,0.53935052233548,-0.0016068044131783,2.5609431031583e-06,0.0
C8H16,"2,3,3-trimethyl-1-pentene",560-23-6,204.15,473.59,136.09025667871,0.62190171013861,-0.0017733839199896,2.6068875702019e-06,0.0
C8H16,"2,3,4-trimethyl-1-pentene",565-76-4,130.96,469.45,157.09932179774,0.5686025749211,-0.0017283799324279,2.8229200644499e-06,0.0
C8H16,"2,4,4-trimethyl-1-pentene",107-39-1,181.0,498.0,105.466,0.87518,-0.0026953,3.6641e-06,0.0
C8H16,"3,3,4-trimethyl-1-pentene",560-22-5,165.08,469.89,147.68229157539,0.5220364051186,-0.0015109736892051,2.3751114902531e-06,0.0
C8H16,"3,4,4-trimethyl-1-pentene",564-03-4,165.08,468.64,148.40360106217,0.51695681573742,-0.0014967880472872,2.3558561982634e-06,0.0
C8H16,2-methyl-3-ethyl-2-pentene,19780-67-7,146.42,480.42,151.60649447027,0.52587921315486,-0.0015389089611049,2.4385515775476e-06,0.0
C8H16,4-methyl-3-ethyl-cis2-pentene,42067-48-1,145.38,479.58,152.52934326397,0.51166009648018,-0.0014937451028264,2.3774732199255e-06,0.0
C8H16,4-methyl-3-ethyl-trans-2-pentene,42067-49-2,145.38,477.49,152.18497839181,0.51435926808742,-0.0015074303625063,2.4023371696659e-06,0.0
C8H16,"2,3,4-trimethyl-2-pentene",565-77-5,159.85,481.76,148.5005323102,0.51952656008347,-0.0014904941530043,2.3281593221998e-06,0.0
C8H16,"2,4,4-trimethyl-2-pentene",107-40-4,168.0,502.0,119.011,0.78648,-0.0024252,3.4004e-06,0.0
C8H16,"3,4,4-trimethyl-cis2-pentene",39761-64-3,162.8,479.2,147.38888852075,0.49187026295392,-0.0013966758151056,2.196662880418e-06,0.0
C8H16,"3,4,4-trimethyl-trans-2-pentene",39761-57-4,162.8,479.2,147.38888852075,0.49187026295392,-0.0013966758151056,2.196662880418e-06,0.0
C8H16,"3,4,4-trimethyl-2-pentene",598-96-9,159.4,474.94,138.73351585884,0.52316439362728,-0.0015332698761716,2.391757041354e-06,0.0
C8H16,"2,4,4-trimethylpentene",25167-70-8,173.3,470.44,135.05385421033,0.47963338566819,-0.001368615083499,2.1431049051638e-06,0.0
C8H16,3-methyl-2-isopropyl-1-butene,111823-35-9,133.7,466.02,154.84671813005,0.50043002897276,-0.0014987499621786,2.4644779548951e-06,0.0
C8H16,"3,3-dimethyl-2-ethyl-1-butene",18231-53-3,166.12,475.68,148.79861165033,0.51991883919272,-0.0014901384183251,2.3274905578673e-06,0.0
C8H16Br2,"1,1-dibromooctane",62168-26-7,284.02,615.59,203.28504064925,0.76466300088035,-0.0017829120134412,2.0700065624042e-06,0.0
C8H16Br2,"1,2-dibromooctane",6269-92-7,286.34,615.09,181.12958588323,0.70620801119846,-0.0016479469082014,1.9103545386712e-06,0.0
C8H16Br2,"1,4-dibromooctane",70690-24-3,286.34,620.25,187.42660207921,0.81406744411405,-0.0019239602248596,2.1825192878184e-06,0.0
C8H16Br2,"1,5-dibromooctane",17912-17-3,286.34,620.25,188.74772243403,0.80474132004095,-0.0018995383693369,2.1556746522298e-06,0.0
C8H16Br2,"1,8-dibromooctane",4549-32-0,288.65,630.09,193.17296584883,1.1002797666795,-0.0026584155554882,2.8876584385533e-06,0.0
C8H16Br2,"4,5-dibromooctane",61539-75-1,286.34,620.25,187.30618178504,0.81491826597251,-0.0019261896843833,2.184969223237e-06,0.0
C8H16Cl2,"1,1-dichlorooctane",20395-24-8,224.26,576.6,195.19496318918,0.67273869655282,-0.0016810045595022,2.1583566269948e-06,0.0
C8H16Cl2,"2,5-dichloro-2,5-dimethylhexane",6223-78-5,340.65,581.77,142.21337345828,1.0460194953541,-0.002545674806421,2.7659658667111e-06,0.0
C8H16Cl2,"1,8-dichlorooctane",2162-99-4,260.99,593.1,169.29972822845,1.1862229200098,-0.0030612186915762,3.4793042942714e-06,0.0
C8H16Cl2,"2,3-dichlorooctane",21948-47-0,218.05,575.6,185.53119792065,0.58219166160283,-0.0014465705406536,1.8843342832248e-06,0.0
C8H16F2,"1,1-difluorooctane",61350-03-6,228.72,497.73,143.03524624156,0.96426177799197,-0.002743991943337,3.6429341654806e-06,0.0
C8H16I2,"1,1-diiodooctane",66225-22-7,280.54,683.67,225.05542103731,0.526441225566,-0.0010964526860574,1.2557658987389e-06,0.0
C8H16I2,"1,8-diiodooctane",24772-63-2,291.65,683.67,178.17620285048,0.45339316223759,-0.00094777140591915,1.0696474795486e-06,0.0
C8H16O,2-ethylhexanal,123-05-7,246.0,520.4,143.16895204166,0.85512276276496,-0.0023211528255475,2.9790329494207e-06,0.0
C8H16O,1-octanal,124-13-0,246.0,534.08,175.63781168158,0.78487878621073,-0.0021012914543834,2.6484850933079e-06,0.0
C8H16O,5-methylheptanal,75579-88-3,246.0,524.57,146.06904546414,0.7751579790391,-0.0020727667353626,2.6761118826418e-06,0.0
C8H16O,2-propylpentanal,18295-59-5,246.0,523.58,144.07003730923,0.76535536232936,-0.0020451743568028,2.6513860611527e-06,0.0
C8H16O,2-octanone,111-13-7,254.0,562.0,65.104,1.5004,-0.0039364,4.2336e-06,0.0
C8H16O,"2,5-dimethyl-3-hexanone",1888-57-9,252.85,522.33,146.94392671652,0.58744601281519,-0.0015022306582974,2.0139782761562e-06,0.0
C8H16O,"2,2-dimethyl-3-hexanone",5405-79-8,252.85,521.58,148.35216899342,0.56134347171295,-0.0014277299647451,1.9230011820455e-06,0.0
C8H16O,"3,3-dimethyl-2-hexanone",26118-38-7,252.85,522.08,147.38100230691,0.57893662505279,-0.0014779260907407,1.9844117269343e-06,0.0
C8H16O,"3,4-dimethyl-2-hexanone",19550-10-8,252.85,527.58,150.94047477278,0.67749675731353,-0.0017571951124331,2.2975444117854e-06,0.0
C8H16O,"4,4-dimethyl-3-hexanone",19550-14-2,252.85,522.58,147.45435677746,0.58923979939186,-0.001507166323129,2.0184595494413e-06,0.0
C8H16O,3-ethyl-4-methyl-2-pentanone,71172-57-1,252.85,525.83,152.31048776564,0.62695448306038,-0.0016128681669785,2.128791166361e-06,0.0
C8H16O,2-methyl-3-heptanone,13019-20-0,252.85,527.58,153.06145281004,0.66210849304417,-0.0017126490762021,2.2412193037326e-06,0.0
C8H16O,2-methyl-4-heptanone,626-33-5,252.85,525.58,151.75915066782,0.62521310032283,-0.0016080825843099,2.1246813498015e-06,0.0
C8H16O,3-methyl-2-heptanone,2371-19-9,252.85,530.58,154.27770706887,0.72562358172386,-0.0018932568660189,2.4420901446352e-06,0.0
C8H16O,3-methyl-4-heptanone,15726-15-5,252.85,525.08,149.02808045202,0.63348843930749,-0.0016324943296291,2.1598645033795e-06,0.0
C8H16O,5-methyl-3-heptanone,541-85-5,252.85,529.57,146.84505109441,0.75558563113396,-0.0019818056288295,2.5619252380108e-06,0.0
C8H16O,6-methyl-2-heptanone,928-68-7,252.85,532.08,156.23496301003,0.74875825732354,-0.0019585743457464,2.509665847484e-06,0.0
C8H16O,6-methyl-3-heptanone,624-42-0,252.85,530.58,152.94780008713,0.73539298855978,-0.0019216138385246,2.4774780766275e-06,0.0
C8H16O,3-octanone,106-68-3,252.85,532.33,154.61455237565,0.76706580186687,-0.0020114148682452,2.5728372969508e-06,0.0
C8H16O,4-octanone,589-63-9,252.85,530.08,154.47380591945,0.71187448275945,-0.0018539776237893,2.3974757997278e-06,0.0
C8H16O,"2,2,4-trimethyl-3-pentanone",5857-36-3,252.85,516.13,144.01295867337,0.48060044475291,-0.0012005454178038,1.6615655533037e-06,0.0
C8H16O,"2,2-dimethylcyclohexanol",1193-46-0,281.15,547.58,132.17277321052,0.71364064127308,-0.0018068154304221,2.2283623438791e-06,0.0
C8H16O,"2,4-dimethylcyclohexanol",69542-91-2,292.83,547.83,131.14130376483,0.72837950971699,-0.0018345052050167,2.2281450837131e-06,0.0
C8H16O,"2,6-dimethylcyclohexanol",5337-72-4,305.65,547.08,118.87731441246,0.79839676226912,-0.0020159015802612,2.4106091429034e-06,0.0
C8H16O,"3,3-dimethylcyclohexanol",767-12-4,284.65,551.58,135.38613821892,0.80056506942357,-0.0020377486680537,2.4597518460218e-06,0.0
C8H16O,"3,4-dimethylcyclohexanol",5715-23-1,292.83,553.58,133.27201733911,0.87409274567747,-0.0022270729950961,2.6378318892416e-06,0.0
C8H16O,"3,5-dimethylcyclohexanol",5441-52-1,284.75,552.58,137.37293454219,0.81474584801416,-0.002075119099268,2.4947669160851e-06,0.0
C8H16O,"4,4-dimethylcyclohexanol",932-01-4,289.15,552.08,131.02441833499,0.84699101348181,-0.0021603230639676,2.5849908667089e-06,0.0
C8H16O,"cis-1,2-dimethylcyclohexanol",19879-11-9,296.35,540.07,121.35985901934,0.6057768747127,-0.0015059521152692,1.8817583776119e-06,0.0
C8H16O,"trans-1,2-dimethyl cyclohexanol",19879-12-0,286.35,540.07,124.97221400597,0.57894760825195,-0.0014392031747477,1.823398287485e-06,0.0
C8H16O,"cis-1,3-dimethylcyclohexanol",15466-94-1,300.65,540.07,122.70116316923,0.59675122262168,-0.0014777284490799,1.838020719227e-06,0.0
C8H16O,"trans-1,3-dimethylcyclohexanol",15466-93-0,287.65,540.07,126.91444971861,0.56534908206211,-0.0014004568055958,1.7731359154513e-06,0.0
C8H16O,"cis-1,4-dimethylcyclohexanol",16980-61-3,297.15,540.07,122.8657184813,0.59516355709054,-0.0014759614207596,1.843745606424e-06,0.0
C8H16O,"2,2-dimethyl-4-hexeN-3-ol",37674-67-2,245.15,525.07,186.6024441047,0.64884725767792,-0.0016850457854287,2.1993438380911e-06,0.0
C8H16O,"2,5-dimethyl-4-hexeN-3-ol",60703-31-3,245.15,525.08,185.00824487797,0.66047651583083,-0.0017184965613215,2.2416962672349e-06,0.0
C8H16O,"3,5-dimethyl-1-hexeN-3-ol",3329-48-4,245.15,517.33,172.86688970541,0.51742592044867,-0.0013140285452356,1.7805087389997e-06,0.0
C8H16O,"3,5-dimethyl-4-hexeN-3-ol",1569-43-3,245.15,525.07,182.89909045444,0.67552850945067,-0.0017619031549311,2.2967062942482e-06,0.0
C8H16O,2-methyl-3-hepteN-2-ol,116668-45-2,245.15,525.07,186.79488272459,0.64746563444536,-0.0016810757104927,2.1943097546822e-06,0.0
C8H16O,2-methyl-4-hepteN-2-ol,116668-44-1,245.15,525.07,185.96557124943,0.65342314057928,-0.001698201500581,2.2160219628949e-06,0.0
C8H16O,2-methyl-6-hepteN-2-ol,77437-98-0,245.15,525.07,186.23622291516,0.65147788783608,-0.0016926075698881,2.2089309114979e-06,0.0
C8H16O,3-methyl-4-hepteN-3-ol,4048-30-0,245.15,525.07,183.01256608123,0.67470836090097,-0.0017595353839706,2.293709430455e-06,0.0
C8H16O,3-methyl-6-hepteN-1-ol,4048-32-2,245.15,525.07,183.26528607275,0.6728824058931,-0.0017542650305531,2.2870382071876e-06,0.0
C8H16O,4-methyl-1-hepteN-4-ol,1186-31-8,245.15,523.83,184.49456130954,0.6248858670725,-0.0016171441496767,2.1233514968641e-06,0.0
C8H16O,4-methyl-4-hepteN-3-ol,81280-12-8,245.15,525.07,183.95340426001,0.66791471920757,-0.0017399348294173,2.2688948795171e-06,0.0
C8H16O,5-methyl-2-hepteN-4-ol,4048-31-1,245.15,525.07,184.5446669059,0.66365107545438,-0.0017276453176447,2.2533304117037e-06,0.0
C8H16O,6-methyl-2-hepteN-4-ol,4798-62-3,245.15,525.07,187.55925251312,0.64198255388837,-0.0016653298606231,2.1743391723307e-06,0.0
C8H16O,6-methyl-5-hepteN-2-ol,1569-60-4,245.15,531.58,192.91131838997,0.82353928555034,-0.0021837682001923,2.7608959346283e-06,0.0
C8H16O,1-octeN-4-ol,40575-42-6,245.15,530.08,193.97536397123,0.7622845569994,-0.0020078543636987,2.5586622206109e-06,0.0
C8H16O,2-octeN-1-ol,22104-78-5,245.15,525.07,184.12158078798,0.66670153016501,-0.0017364370175327,2.264465413326e-06,0.0
C8H16O,2-octeN-4-ol,4798-61-2,245.15,531.58,195.79132417715,0.80220275750262,-0.002121893011786,2.6847244257881e-06,0.0
C8H16O,4-octeN-1-ol,67700-26-9,245.15,541.08,205.62562767035,1.1040979103291,-0.0029883072726689,3.6180681757739e-06,0.0
C8H16O,5-octeN-1-ol,90200-83-2,245.15,525.07,184.13532994963,0.66660236264472,-0.0017361511345119,2.2641033683557e-06,0.0
C8H16O,1-ethylcyclohexanol,1940-18-7,307.65,542.08,118.837386485,0.67255280986156,-0.001677250217427,2.0462071142176e-06,0.0
C8H16O,4-ethylcyclohexanol,4534-74-1,292.83,540.07,125.99533638572,0.57247454866141,-0.001416437935619,1.7812583222688e-06,0.0
C8H16O,"cis-2-ethylcyclohexanol, (-n++)",116697-35-9,292.83,549.58,127.9855984068,0.79882683800407,-0.0020267813200228,2.4397010838122e-06,0.0
C8H16O,"trans-2-ethylcyclohexanol, (-n++)",89886-25-9,292.83,540.07,122.9443255501,0.59409890604287,-0.0014763117143723,1.8539313059071e-06,0.0
C8H16O,hexyl vinyl ether,5363-64-4,290.0,501.08,136.13836804455,1.123641256311,-0.0030609411833084,3.7673538295958e-06,0.0
C8H16O,2-ethylcyclohexanol,3760-20-1,292.83,540.07,124.05413481437,0.58621837271797,-0.0014544629582487,1.8274277496393e-06,0.0
C8H16O,DL-6-methyl-5-hepteN-2-ol,4630-06-02 00:00:00,245.15,525.07,185.13893140209,0.65937029229213,-0.0017153155370928,2.2377104281657e-06,0.0
C8H16O,trans-2-octeN-1-ol,18409-17-1,245.15,525.07,183.55818824681,0.67076714030401,-0.0017481616719052,2.2793115444265e-06,0.0
C8H16O,1-octeN-3-ol,3391-86-4,245.15,525.07,186.73012992549,0.64793047695114,-0.0016824113194169,2.1960033698354e-06,0.0
C8H16O,(R)-(-)-1-octeN-3-ol,3687-48-7,245.15,525.07,181.42171498141,0.68622112002516,-0.0017928026589858,2.3358005048032e-06,0.0
C8H16O,3-ethyl-3-methyl-2-pentanone,19780-65-5,252.85,525.3,144.45984978092,0.67167279218536,-0.0017430669527657,2.2989867436149e-06,0.0
C8H16O,5-methyl-2-heptanone,18217-12-4,252.85,530.5,147.26765719767,0.77548601084325,-0.0020385293284453,2.6238629503761e-06,0.0
C8H16O,6-methyl-6-hepteN-2-ol,1335-09-7,245.15,494.63,131.89064098999,0.28626906539932,-0.00067416145460654,1.025036168113e-06,0.0
C8H16O2,octanoic acid,124-07-2,289.65,602.53,166.95553524137,0.84928016958645,-0.0020710387568833,2.3337722533733e-06,0.0
C8H16O2,2-ethylhexanoic acid,149-57-5,289.65,596.58,167.57629553901,0.75889568102691,-0.0018252268067448,2.1105651652314e-06,0.0
C8H16O2,3-ethylhexanoic acid,41065-91-2,289.65,564.18,122.10407743543,0.3114615797588,-0.00068418498255038,9.1405251952098e-07,0.0
C8H16O2,heptyl formate,112-23-2,226.75,542.43,168.43806992583,0.75276006619527,-0.0019837403281062,2.5920301114715e-06,0.0
C8H16O2,hexyl acetate,142-92-7,192.25,531.33,172.00306075964,0.71373368305161,-0.0019472505677913,2.6640513120775e-06,0.0
C8H16O2,"1,1-dimethylbutyl acetate",34859-98-8,192.25,522.08,163.58140719731,0.56680316682656,-0.0015113438241034,2.1641080691149e-06,0.0
C8H16O2,2-ethylbutyl acetate,10031-87-5,192.25,526.83,171.22393096645,0.61135770847432,-0.0016474287821827,2.3063901729595e-06,0.0
C8H16O2,"1,3-dimethylbutyl acetate",108-84-9,192.25,519.33,163.7664822366,0.51061909587686,-0.0013401047568853,1.9498586494313e-06,0.0
C8H16O2,2-methylpentyl acetate,7789-99-3,192.25,527.08,172.00160319422,0.61109057637518,-0.0016465983319041,2.3029293661241e-06,0.0
C8H16O2,2-methyl-3-pentyl acetate,35897-16-6,192.25,520.08,166.12550625637,0.50848075922775,-0.0013336560024599,1.9348096771448e-06,0.0
C8H16O2,3-methyl-3-pentyl acetate,10250-47-2,192.25,519.58,164.31256632994,0.51160045789133,-0.0013430880493959,1.9520046873985e-06,0.0
C8H16O2,pentyl propanoate,624-54-4,203.05,529.85,146.08214173136,0.64631759820178,-0.0017650388512561,2.3890593356733e-06,0.0
C8H16O2,1-methylbutyl propanoate,54004-43-2,206.75,518.61,171.27413570601,0.98155467456641,-0.0027920721149817,3.6800933566317e-06,0.0
C8H16O2,2-methylbutyl propanoate,2438-20-2,206.75,524.61,171.85797531513,0.84969888490198,-0.0023574847609139,3.1527110380105e-06,0.0
C8H16O2,isopentyl propanoate,105-68-0,206.75,521.83,174.01060141374,0.71741380980159,-0.0019496580755436,2.6673521426268e-06,0.0
C8H16O2,1-ethylpropyl propanoate,5468-56-4,206.75,518.61,168.08912447187,1.0183804307719,-0.0029061436879522,3.8264153254572e-06,0.0
C8H16O2,"1,1-dimethylpropyl propanoate",34949-22-9,224.17,513.22,150.86961959606,1.1990875641829,-0.003438026273239,4.4030724360576e-06,0.0
C8H16O2,"1,2-dimethylpropyl propanoate",66576-70-3,191.75,516.39,174.13996887547,1.0065502771138,-0.0029238228348484,3.9152183986963e-06,0.0
C8H16O2,"2,2-dimethylpropyl propanoate",3581-69-9,224.17,515.22,149.65817292208,1.1354386858999,-0.0032345287465586,4.1607248710644e-06,0.0
C8H16O2,butyl butanoate,109-21-7,181.15,527.08,184.22549199848,0.619547169094,-0.0016935927221342,2.3790260098296e-06,0.0
C8H16O2,2-methylpropyl butanoate,539-90-2,206.75,520.53,171.70387983256,0.6942350256817,-0.0018805404086838,2.5889425108569e-06,0.0
C8H16O2,2-methylpropyl isobutanoate,97-85-8,192.45,511.33,165.86982541317,0.60600104791112,-0.0016589427857483,2.3625815732365e-06,0.0
C8H16O2,1-methylpropyl butanoate,819-97-6,206.75,510.58,163.60703223339,0.83593280203344,-0.0023476629723342,3.2019210594547e-06,0.0
C8H16O2,"1,1-dimethylethyl butanoate",2308-38-5,224.17,491.58,138.7887128285,1.0136913689437,-0.0029258639534257,3.9285497171001e-06,0.0
C8H16O2,"sec-butyl butanoate, (S)",116836-55-6,181.65,512.2,158.27522721689,0.62068753474301,-0.001740197644552,2.4769991199901e-06,0.0
C8H16O2,tert-butyl 2-methylpropanoate,16889-72-8,208.77,500.35,150.10602148516,0.54511123344132,-0.0014526951404335,2.1206646468595e-06,0.0
C8H16O2,ethyl hexanoate,123-66-0,206.15,521.08,155.2153327069,0.80958089811708,-0.0022763067791597,3.0230880839938e-06,0.0
C8H16O2,ethyl 4-methylpentanoate,25415-67-2,204.55,519.08,155.77846226781,0.75822026788179,-0.0021211618578773,2.8516100635245e-06,0.0
C8H16O2,isopropyl isopentanoate,32665-23-9,200.09,507.2,151.24970943524,0.57113811949875,-0.0015586613740462,2.2166782941803e-06,0.0
C8H16O2,isopropyl pentanoate,18362-97-5,204.55,519.18,157.65423659937,0.74604979495166,-0.0020833030639937,2.8011758176774e-06,0.0
C8H16O2,propyl isopentanoate,557-00-6,200.09,514.15,153.83115169964,0.69734675805888,-0.0019489272052499,2.6738244432516e-06,0.0
C8H16O2,propyl pentanoate,141-06-0,202.45,521.33,157.3227040101,0.79953030696961,-0.0022528970112525,3.0043753085123e-06,0.0
C8H16O2,methyl heptanoate,106-73-0,217.15,524.58,148.93342267581,0.94938510977203,-0.0026796701739037,3.4452885507573e-06,0.0
C8H16O2,2-methylheptanoic acid,1188-02-9,289.65,564.18,122.66982223326,0.30785711639585,-0.00067492963882174,9.0221210782445e-07,0.0
C8H16O2,2-propylpentanoic acid,99-66-1,289.65,593.08,149.88683940068,0.7799554702895,-0.0018876418281189,2.2050670818365e-06,0.0
C8H16O2,butyl isobutyrate,97-87-0,204.55,519.18,152.28896016965,0.78771633804363,-0.0022129905897902,2.9698611672166e-06,0.0
C8H16O4,diethylene glycol ethyl ether acetate,112-15-2,248.15,575.28,182.65056628339,1.0454042253548,-0.0027127966131272,3.2498999328402e-06,0.0
C8H16S,thiacyclononane,6007-54-1,263.93,622.26,168.16454872069,0.2867851204006,-0.00057518053120219,7.5629231037735e-07,0.0
C8H17Br,1-bromooctane,111-83-1,218.15,569.52,190.41089721074,0.65534682339001,-0.0016526848068983,2.156637384654e-06,0.0
C8H17Br,"2-bromooctane, (-n++)-",60251-57-2,218.15,563.37,185.81520119137,0.55172755837321,-0.0013575174258379,1.8266571287688e-06,0.0
C8H17Br,1-bromo-2-ethylhexane,18908-66-2,218.15,566.45,190.42907392909,0.59344551037931,-0.0014751580118749,1.9558983513818e-06,0.0
C8H17Cl,1-chlorooctane,111-85-3,215.35,549.52,170.82848170834,0.65672276856878,-0.0017104506446119,2.2682766046912e-06,0.0
C8H17Cl,"2-chloro-2,5-dimethylhexane",29342-44-7,231.25,542.43,175.05097007588,0.59792654599502,-0.0015082155702612,2.0272849154008e-06,0.0
C8H17Cl,"3-chloro-2,3-dimethylhexane",101654-30-2,231.25,542.43,169.99706972048,0.63384109236987,-0.0016117309644136,2.1611467120137e-06,0.0
C8H17Cl,2-chloro-2-methylheptane,4325-49-9,231.25,542.43,173.21392431344,0.61093424736382,-0.0015456108316006,2.0756931930552e-06,0.0
C8H17Cl,2-chloro-6-methylheptane,2350-19-8,231.25,542.43,172.10923771388,0.61878219513273,-0.0015682260811143,2.1049408675237e-06,0.0
C8H17Cl,3-chloro-3-methylheptane,5272-02-06 00:00:00,231.25,542.43,171.28303808973,0.62466432152297,-0.0015852023896144,2.1268822783944e-06,0.0
C8H17Cl,4-chloro-4-methylheptane,61764-94-1,231.25,542.43,172.19491456117,0.61817283534633,-0.0015664686809533,2.1026688138688e-06,0.0
C8H17Cl,3-(chloromethyl)heptane,123-04-6,231.25,543.78,172.59369916677,0.64752685073475,-0.0016503434554784,2.1998183304072e-06,0.0
C8H17Cl,2-chlorooctane,628-61-5,231.25,543.78,174.31334325834,0.63522008810063,-0.0016147884972382,2.1541269553215e-06,0.0
C8H17Cl,"2-chloro-2,4,4-trimethylpentane",6111-88-2,247.15,543.78,167.7457773966,0.6836720692816,-0.0017359539090976,2.2632600039564e-06,0.0
C8H17Cl,(S)-2-chlorooctane,16844-08-9,231.25,542.43,172.10923771388,0.61878219513273,-0.0015682260811143,2.1049408675237e-06,0.0
C8H17Cl,(htmlentities(',51261-14-4,231.25,543.81,173.53607666005,0.64138049344157,-0.0016325580168179,2.1767633832314e-06,0.0
C8H17Cl,2-ethylhexyl-6-chloride,2350-24-5,231.25,542.43,172.10923771388,0.61878219513273,-0.0015682260811143,2.1049408675237e-06,0.0
C8H17F,1-fluorooctane,463-11-6,209.15,497.98,148.51083452468,0.88304033554315,-0.002539606253048,3.463844088314e-06,0.0
C8H17I,1-iodooctane,629-27-6,227.45,582.12,220.98987248611,0.80616169218714,-0.002060556019859,2.5260928236791e-06,0.0
C8H17I,"2-iodooctane, (-n++)",36049-78-2,227.45,574.56,171.05197645521,0.52844358518325,-0.0013183891313305,1.6742514838111e-06,0.0
C8H17I,1-iodo-2-ethylhexane,1653-16-3,227.45,578.34,173.79557023315,0.5952751779289,-0.0015063513933114,1.8783266815803e-06,0.0
C8H17I,2-iodooctane,557-36-8,227.45,578.34,174.63332365969,0.58919687253786,-0.0014892077898685,1.857595128171e-06,0.0
