molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E
C8H17NO2,1-nitrooctane,629-37-8,288.15,597.95,177.27888075088,0.98297882771157,-0.0024024611520248,2.7480673085149e-06,0.0
C8H17NO2,"2-nitrooctane, (-n++)",116836-12-5,288.15,585.76,154.54546308025,0.62223493697708,-0.001474168602538,1.7778965738956e-06,0.0
C8H18,octane,111-65-9,223.15,555.0,599.30639439872,-5.112293218804,0.02529389328053,-5.3002465738675e-05,4.2064331479679e-08
C8H18,2-methylheptane,592-27-8,165.0,504.0,134.965,0.81458,-0.0025182,3.5416e-06,0.0
C8H18,3-methylheptane,589-81-1,154.0,507.0,148.156,0.67559,-0.0020742,3.0104e-06,0.0
C8H18,4-methylheptane,589-53-7,153.0,506.0,143.202,0.75567,-0.0023377,3.4039e-06,0.0
C8H18,3-methyl-3-ethylpentane,1067-08-9,182.28,483.96,159.91201052755,0.56348848472793,-0.0015851553014229,2.3877859432126e-06,0.0
C8H18,3-ethylhexane,619-99-8,177.1,478.55,166.21561656498,0.59877258952251,-0.0017445825241194,2.6002503686256e-06,0.0
C8H18,3-ethyl-2-methylpentane,609-26-7,159.0,419.0,223.04,-0.18075,0.00084029,0.0,0.0
C8H18,"2,2-dimethylhexane",590-73-8,151.97,464.9,159.05773893794,0.61090830107167,-0.0018571308310335,2.9094713685853e-06,0.0
C8H18,"2,3-dimethylhexane",584-94-1,149.42,476.08,164.29385247546,0.53632018847657,-0.0015896658673638,2.488197585273e-06,0.0
C8H18,"2,4-dimethylhexane",589-43-5,149.42,468.04,157.71888806179,0.62714611398447,-0.0018866776843399,2.9756525576397e-06,0.0
C8H18,"2,5-dimethylhexane",592-13-2,183.0,495.0,117.48,1.0073,-0.0031157,4.2149e-06,0.0
C8H18,"3,3-dimethylhexane",563-16-6,148.0,506.0,162.481,0.60487,-0.0018604,2.7473e-06,0.0
C8H18,"3,4-dimethylhexane",583-48-2,177.1,479.84,156.80503472719,0.57056343102857,-0.0016514262357839,2.476011079531e-06,0.0
C8H18,"2,2,3-trimethylpentane",564-02-3,160.89,473.25,165.03618605944,0.48999931187793,-0.0014106243194541,2.2116980797358e-06,0.0
C8H18,"2,2,4-trimethylpentane",540-84-1,169.46,389.53,446.46427420009,-4.3429498020755,0.02431164587901,-5.2870877223029e-05,4.1487679394049e-08
C8H18,"2,3,3-trimethylpentane",560-21-4,173.0,516.0,137.011,0.77661,-0.0023224,3.1604e-06,0.0
C8H18,"2,3,4-trimethylpentane",565-75-3,165.0,510.0,133.693,0.70961,-0.0021657,3.0284e-06,0.0
C8H18,"2,2,3,3-tetramethylbutane",594-82-1,173.0,410.0,236.692,-0.18556,0.00082075,0.0,0.0
C8H18O,1-octanol,111-87-5,265.4,486.77,7215.0564035982,-79.485760626801,0.33080135472548,-0.00059248567043006,3.899381488084e-07
C8H18O,2-octanol,123-96-6,251.55,545.05,208.75952962676,0.77677016285031,-0.0019971335098808,2.5350081296255e-06,0.0
C8H18O,"2-octanol, (-n++)",4128-31-8,241.55,527.03,143.56118094427,1.3312786042142,-0.0037414849068114,4.5839909526945e-06,0.0
C8H18O,3-octanol,589-98-0,238.15,524.78,161.34126679467,1.2516733610592,-0.003510346075351,4.3731952457518e-06,0.0
C8H18O,4-octanol,589-62-8,242.45,527.01,159.83140441847,1.2529856026114,-0.0034926297143006,4.3220463096896e-06,0.0
C8H18O,"4-octanol, (-n++)",74778-22-6,232.45,525.18,150.9084780005,1.2018193182791,-0.0033842472068884,4.2316524872683e-06,0.0
C8H18O,2-methyl-1-heptanol,60435-70-3,161.15,525.84,189.65232084887,0.84862455763384,-0.002487293625887,3.4461267305386e-06,0.0
C8H18O,3-methyl-1-heptanol,1070-32-2,183.15,538.03,197.28525137282,0.88305106764851,-0.0024915314412826,3.3266030258708e-06,0.0
C8H18O,4-methyl-1-heptanol,817-91-4,225.24,534.74,168.05300509326,1.1014346454096,-0.0030592017893697,3.8586248191762e-06,0.0
C8H18O,5-methyl-1-heptanol,7212-53-5,179.15,538.73,170.81519267882,0.91004549636839,-0.002585923889649,3.4645933236781e-06,0.0
C8H18O,6-methyl-1-heptanol,1653-40-3,167.15,540.02,197.60378384416,0.87897738725708,-0.0025121336610879,3.3955828597953e-06,0.0
C8H18O,2-methyl-2-heptanol,625-25-2,232.75,506.84,166.40340110363,1.2152851843649,-0.0034796147731497,4.4544640544631e-06,0.0
C8H18O,3-methyl-2-heptanol,31367-46-1,169.15,516.3,162.93272829079,0.93308316620579,-0.0027537099641416,3.812596074814e-06,0.0
C8H18O,4-methyl-2-heptanol,56298-90-9,181.15,522.76,178.81422919499,0.91826784083975,-0.0026493001430629,3.5959448894333e-06,0.0
C8H18O,5-methyl-2-heptanol,54630-50-1,163.15,523.11,169.43785150412,0.86695795530096,-0.002534892436992,3.5282077747501e-06,0.0
C8H18O,6-methyl-2-heptanol,4730-22-7,178.15,523.11,182.27576440292,0.91187315563711,-0.0026364449760968,3.5922547779193e-06,0.0
C8H18O,2-methyl-3-heptanol,18720-62-2,188.15,518.06,176.21231661806,1.003520113481,-0.0029163194598649,3.9248337671905e-06,0.0
C8H18O,3-methyl-3-heptanol,5582-82-1,190.15,511.91,169.95913421642,1.0141867350467,-0.0029621125405715,4.0084197926347e-06,0.0
C8H18O,4-methyl-3-heptanol,14979-39-6,160.15,503.72,176.59655890344,0.92844307457105,-0.0028083230613688,3.9737940707092e-06,0.0
C8H18O,5-methyl-3-heptanol,18720-65-5,181.95,501.6,168.27409289851,1.0650495990627,-0.0031939809014939,4.3782286829983e-06,0.0
C8H18O,6-methyl-3-heptanol,18720-66-6,220.24,508.95,143.10152210524,1.190179986499,-0.0034358102958387,4.4466700642167e-06,0.0
C8H18O,2-methyl-4-heptanol,21570-35-4,202.15,516.3,180.89330329188,1.055887820767,-0.0030449924224564,4.0245054424582e-06,0.0
C8H18O,3-methyl-4-heptanol,1838-73-9,210.24,514.65,158.00510254518,1.143064916963,-0.0033003190579781,4.3121534799498e-06,0.0
C8H18O,4-methyl-4-heptanol,598-01-6,201.15,512.03,216.99424448912,1.0514829834924,-0.0030464299588543,4.0599225831443e-06,0.0
C8H18O,2-ethyl-1-hexanol,104-76-7,213.15,549.0,208.66165543717,0.69450643632448,-0.0018234882784186,2.4097642350669e-06,0.0
C8H18O,3-ethyl-1-hexanol,41065-95-6,225.24,530.82,159.2067710056,1.1703370968721,-0.0032821994577446,4.1434952022006e-06,0.0
C8H18O,4-ethyl-1-hexanol,66576-32-7,225.24,530.82,162.33655084224,1.1454122143748,-0.0032059246174608,4.0499697881881e-06,0.0
C8H18O,"2,2-dimethyl-1-hexanol",2370-13-0,221.15,525.47,163.71540225611,1.0600336661176,-0.0029700439898751,3.8224999438735e-06,0.0
C8H18O,"2,3-dimethyl-1-hexanol",19550-02-8,210.24,525.41,170.18732406992,1.048250202415,-0.002966909359559,3.8572267095076e-06,0.0
C8H18O,"2,4-dimethyl-1-hexanol",3965-59-1,210.24,526.76,171.24230147986,1.0403045854501,-0.0029379509784921,3.8168076658009e-06,0.0
C8H18O,"2,5-dimethyl-1-hexanol",6886-16-4,210.24,531.46,173.26356125306,1.0259139387985,-0.0028788547244026,3.7290910147704e-06,0.0
C8H18O,"3,3-dimethyl-1-hexanol",10524-70-6,242.66,535.31,156.4147295049,1.1147860208196,-0.0030464466902123,3.7880071259593e-06,0.0
C8H18O,"3,4-dimethyl-1-hexanol",66576-57-6,210.24,533.63,176.46178287569,1.0014454868604,-0.0027968296101105,3.6201016230843e-06,0.0
C8H18O,"3,5-dimethyl-1-hexanol",13501-73-0,210.24,536.16,176.97895479095,0.99834795991259,-0.0027798734064269,3.5920013887338e-06,0.0
C8H18O,"4,4-dimethyl-1-hexanol",6481-95-4,242.66,536.49,161.31018323223,1.0770001602615,-0.0029302255804654,3.6445455154705e-06,0.0
C8H18O,"4,5-dimethyl-1-hexanol",60564-76-3,210.24,534.81,177.33030451263,0.99505341272067,-0.0027736982347724,3.5879027771735e-06,0.0
C8H18O,"5,5-dimethyl-1-hexanol",2768-18-5,242.66,536.49,161.31018323223,1.0770001602615,-0.0029302255804654,3.6445455154705e-06,0.0
C8H18O,3-ethyl-2-hexanol,24448-19-9,210.24,518.53,164.66417292195,1.0903362769656,-0.0031208535516318,4.072392395995e-06,0.0
C8H18O,4-ethyl-2-hexanol,66576-33-8,210.24,518.35,164.51899157883,1.0914534421585,-0.0031249524591737,4.0781279952119e-06,0.0
C8H18O,"2,3-dimethyl-2-hexanol",19550-03-9,227.66,512.53,150.53067427289,1.123932485928,-0.0031897545959393,4.1179942870554e-06,0.0
C8H18O,"2,4-dimethyl-2-hexanol",42328-76-7,227.66,501.41,146.4378046704,1.1559714445757,-0.0033294658520106,4.328414226743e-06,0.0
C8H18O,"2,5-dimethyl-2-hexanol",3730-60-7,227.66,503.54,146.99466402069,1.1515635318818,-0.003307819900952,4.2943192215399e-06,0.0
C8H18O,"3,3-dimethyl-2-hexanol",22025-20-3,227.66,512.24,148.09456104098,1.1433394302048,-0.0032510074816167,4.1956391039232e-06,0.0
C8H18O,"3,4-dimethyl-2-hexanol",19550-05-1,195.24,523.72,177.00169663367,0.95975802758092,-0.0027357502262954,3.6533975624223e-06,0.0
C8H18O,"3,5-dimethyl-2-hexanol",66576-27-0,195.24,510.75,170.1392585679,1.0106763965891,-0.0029385328098107,3.9548263363675e-06,0.0
C8H18O,"4,4-dimethyl-2-hexanol",66576-28-1,227.66,514.6,155.54334222129,1.0843603020702,-0.0030603069042878,3.9496561302992e-06,0.0
C8H18O,"4,5-dimethyl-2-hexanol",66576-29-2,195.24,512.93,171.79303594965,0.99796751148654,-0.0028907293639559,3.8858968910805e-06,0.0
C8H18O,"5,5-dimethyl-2-hexanol",31841-77-7,227.66,519.51,159.60471283056,1.0530334771913,-0.0029478767122927,3.795069136636e-06,0.0
C8H18O,3-ethyl-3-hexanol,597-76-2,242.66,509.55,132.82735751643,1.2985669136609,-0.003694289078385,4.6543927172868e-06,0.0
C8H18O,4-ethyl-3-hexanol,19780-44-0,210.24,513.83,160.72869041473,1.1208129390037,-0.0032328971476194,4.2292934083298e-06,0.0
C8H18O,"2,2-dimethyl-3-hexanol",4209-90-9,227.66,507.8,146.7709804365,1.1535742751589,-0.0032986345100557,4.269281445889e-06,0.0
C8H18O,"2,3-dimethyl-3-hexanol",4166-46-5,227.66,510.29,148.33133209382,1.1412719049941,-0.0032514592141835,4.2022669368357e-06,0.0
C8H18O,"2,4-dimethyl-3-hexanol",13432-25-2,195.24,510.75,170.1392585679,1.010676396589,-0.0029385328098106,3.9548263363675e-06,0.0
C8H18O,"2,5-dimethyl-3-hexanol",19550-07-3,195.24,509.57,169.73865829905,1.0135897879495,-0.0029517684325622,3.9757154379174e-06,0.0
C8H18O,"3,4-dimethyl-3-hexanol",19550-08-4,227.66,502.95,141.38839484885,1.1966647072078,-0.0034513609529549,4.4771632893618e-06,0.0
C8H18O,"3,5-dimethyl-3-hexanol",4209-91-0,227.66,502.95,143.91231513178,1.1763182830519,-0.0033875278736305,4.3967222583793e-06,0.0
C8H18O,"4,4-dimethyl-3-hexanol",19550-09-5,227.66,511.23,149.82854502941,1.1294012494882,-0.0032112477045022,4.1489076040139e-06,0.0
C8H18O,"4,5-dimethyl-3-hexanol",66576-30-5,195.24,505.86,166.33408825488,1.0402242790745,-0.0030500398915917,4.1158018905176e-06,0.0
C8H18O,"5,5-dimethyl-3-hexanol",66576-31-6,227.66,504.13,146.35604295178,1.1567112332976,-0.0033217548234637,4.3100079193756e-06,0.0
C8H18O,2-propyl-1-pentanol,58175-57-8,225.24,529.82,161.47865627792,1.1519249730043,-0.0032291535538843,4.0814829332505e-06,0.0
C8H18O,2-isopropyl-1-pentanol,5970-63-8,210.24,556.84,192.46727128706,0.88720234187739,-0.0023872004083187,3.0518958796812e-06,0.0
C8H18O,2-methyl-2-ethyl-1-pentanol,5970-63-8,242.66,530.89,156.62899427391,1.1121946201715,-0.0030526814479962,3.8075966662517e-06,0.0
C8H18O,4-methyl-2-ethyl-1-pentanol,106-67-2,210.24,528.52,170.80419519778,1.0443922170006,-0.0029451388112708,3.8207756436906e-06,0.0
C8H18O,3-methyl-3-ethyl-1-pentanol,10524-71-7,242.66,528.24,154.34459163186,1.1295536624226,-0.0031132888281187,3.8883992705307e-06,0.0
C8H18O,4-methyl-3-ethyl-1-pentanol,38514-13-5,210.24,526.58,171.10525025387,1.0413350791584,-0.0029417047536912,3.8220460236465e-06,0.0
C8H18O,"2,2,3-trimethyl-1-pentanol",57409-53-7,227.66,529.57,167.48217131662,0.99348064987177,-0.0027355357717203,3.5037839917568e-06,0.0
C8H18O,"2,2,4-trimethyl-1-pentanol",123-44-4,203.15,522.23,171.60791842124,0.96351567553919,-0.002727912004338,3.6244277159541e-06,0.0
C8H18O,"2,3,3-trimethyl-1-pentanol",57409-53-7,227.66,531.17,168.68242015795,0.98455144886651,-0.0027038629198172,3.4604161018324e-06,0.0
C8H18O,"2,3,4-trimethyl-1-pentanol",6570-88-3,195.24,537.87,184.0655300855,0.90942636361584,-0.0025376542297254,3.360392439703e-06,0.0
C8H18O,"2,4,4-trimethyl-1-pentanol",16325-63-6,227.66,525.43,161.87204057068,1.036331682184,-0.002878206394667,3.6920201422889e-06,0.0
C8H18O,"3,3,4-trimethyl-1-pentanol",65502-58-1,227.66,525.25,164.16889545289,1.0183302256068,-0.0028239103566043,3.6249030071165e-06,0.0
C8H18O,"3,4,4-trimethyl-1-pentanol",16325-64-7,227.66,525.25,164.16889545289,1.0183302256068,-0.0028239103566043,3.6249030071165e-06,0.0
C8H18O,2-methyl-3-ethyl-2-pentanol,19780-63-3,227.66,509.81,147.46814732595,1.1481361777239,-0.0032744931880068,4.232642975556e-06,0.0
C8H18O,3-methyl-3-ethyl-2-pentanol,66576-22-5,227.66,512.24,145.49849371482,1.1641093033751,-0.0033155630894897,4.2764621118857e-06,0.0
C8H18O,4-methyl-3-ethyl-2-pentanol,66576-23-6,195.24,515.47,173.68337962816,0.98354105365549,-0.0028365831845066,3.8078826806377e-06,0.0
C8H18O,"2,3,3-trimethyl-2-pentanol",23171-85-9,272.65,515.95,135.53270678225,1.1628083871843,-0.0031733075194832,3.8969025147663e-06,0.0
C8H18O,"2,3,4-trimethyl-2-pentanol",66576-26-9,212.66,511.79,167.54420017433,0.9549528722261,-0.0027056062890284,3.5942107268919e-06,0.0
C8H18O,"2,4,4-trimethyl-2-pentanol",690-37-9,253.15,499.75,131.56960419022,1.1981334507363,-0.0033884115058294,4.3020046810221e-06,0.0
C8H18O,"3,3,4-trimethyl-2-pentanol",19411-41-7,212.66,520.1,164.51756593663,0.98030714118441,-0.0027592594807058,3.6406952266864e-06,0.0
C8H18O,"3,4,4-trimethyl-2-pentanol",10575-56-1,300.15,511.79,89.726407364273,1.5720523443063,-0.0042481694990852,4.8825533847403e-06,0.0
C8H18O,2-methyl-3-ethyl-3-pentanol,597-05-7,227.66,512.42,151.73920099711,1.1142973466179,-0.0031602994757336,4.0814333099492e-06,0.0
C8H18O,"2,2,3-trimethyl-3-pentanol",7294-05-05 00:00:00,267.15,506.42,123.114372748,1.2618877531626,-0.0035174331170488,4.3645820784187e-06,0.0
C8H18O,"2,2,4-trimethyl-3-pentanol",5162-48-1,261.85,503.48,124.79622281887,1.2855821558861,-0.0036163793687234,4.5053344526068e-06,0.0
C8H18O,"2,3,4-trimethyl-3-pentanol",3054-92-0,212.66,510.6,158.59694414172,1.0255565779214,-0.0029306965902679,3.8871701338227e-06,0.0
C8H18O,3-methyl-2-isopropyl-1-butanol,18593-92-5,195.24,526.08,176.71170194239,0.96291755405296,-0.0027387041378562,3.6505908106049e-06,0.0
C8H18O,"2,2-diethyl-1-butanol",13023-60-4,242.66,525.88,152.2762233708,1.1453731351714,-0.0031686370913116,3.9622479170999e-06,0.0
C8H18O,"3,3-dimethyl-2-ethyl-1-butanol",66576-56-5,227.66,527.62,160.75481579399,1.0455390862833,-0.0028995157661866,3.7125803284189e-06,0.0
C8H18O,"2,2,3,3-tetramethyl-1-butanol",66576-24-7,423.15,531.26,-321.85379677725,4.304950451816,-0.010097519676658,8.8517186748971e-06,0.0
C8H18O,"3,5-dimethyl-3-hexanol, (-n++)",19113-78-1,216.48,513.03,150.23734011955,0.77930053032356,-0.0021577785588308,2.9190109471933e-06,0.0
C8H18O,"2-methyl-1-heptanol, (-n++)",111675-77-5,161.15,524.83,193.91619380297,0.86409923043309,-0.0025397689846647,3.5136616867393e-06,0.0
C8H18O,"5-methyl-1-heptanol, (-n++)",111767-95-4,169.15,530.33,193.07551806521,1.1044132520789,-0.0032908346260513,4.3738614054468e-06,0.0
C8H18O,"2-methyl-3-heptanol, (-n++)",100296-26-2,188.15,520.78,172.44773558094,0.87321721237151,-0.0024996379427312,3.3913492032133e-06,0.0
C8H18O,"6-methyl-3-heptanol, (-n++)",100295-85-0,212.15,521.53,161.40340307532,0.98392338746034,-0.0027825368746541,3.6371591028212e-06,0.0
C8H18O,"3-methyl-4-heptanol, (R*,S*)-(-n++)",92737-91-2,216.48,518.03,154.06589602724,0.91522591720525,-0.0025669084957874,3.3889775912224e-06,0.0
C8H18O,dibutyl ether,142-96-1,179.0,523.0,142.477,0.97186,-0.0028724,3.8233e-06,0.0
C8H18O,di-sec-butyl ether,6863-58-7,173.15,476.6,163.16214664397,0.75218461610776,-0.0022481757685934,3.3247306168684e-06,0.0
C8H18O,di-tert-butyl ether,6163-66-2,195.0,465.2,156.25992171352,0.80126212837184,-0.0023773207504905,3.4814909448801e-06,0.0
C8H18O,butyl isobutyl ether,17071-47-5,182.03,493.74,158.79458769782,1.0640469741441,-0.0032508394861482,4.4189359552419e-06,0.0
C8H18O,tert-butyl isobutyl ether,33021-02-2,182.03,501.63,134.93991100312,1.5222725190564,-0.0047710025553546,6.2176759453261e-06,0.0
C8H18O,"di-sec-butyl ether, (-n++)",17226-28-7,182.03,478.49,156.42201911969,0.68582519309039,-0.0020091630322741,2.9555989842586e-06,0.0
C8H18O,1-ethoxy-hexane,5756-43-4,182.03,489.74,156.94758667613,0.96519303296491,-0.0029263047629101,4.0563702591306e-06,0.0
C8H18O,1-methoxy-heptane,629-32-3,182.03,493.74,153.6667308806,1.1074052376757,-0.0033955775930427,4.610112294286e-06,0.0
C8H18O,isooctanol,26952-21-6,156.05,530.03,197.42468939697,1.0622807795842,-0.0032065198919788,4.3435582159035e-06,0.0
C8H18O,(R)-(-)-2-octanol,5978-70-1,216.48,524.91,155.85604987393,1.1569071786466,-0.0032984459711253,4.2136610420442e-06,0.0
C8H18O,(S)-(+)-2-octanol,6169-06-08 00:00:00,216.48,525.98,159.53422854261,1.1703163128852,-0.0033368080009099,4.2444856105278e-06,0.0
C8H18O,octyl alcohol; mixed isomers,29063-28-3,257.25,534.53,116.8113049063,1.8631070548363,-0.0052417339407999,6.0902826175487e-06,0.0
C8H18O,isobutyl ether,628-55-7,182.03,479.59,147.56879278468,0.78079929686179,-0.0023232032544888,3.384736755645e-06,0.0
C8H18O2,"1,2-octanediol",1117-86-8,303.15,598.97,121.08822994393,1.8543699011126,-0.0046439391312725,4.787372249721e-06,0.0
C8H18O2,"1,3-octanediol",23433-05-8,286.06,611.52,186.16606689404,1.57493767816,-0.0039746422793187,4.2660871650775e-06,0.0
C8H18O2,"1,4-octanediol",51916-47-3,286.06,635.47,211.07561224331,1.4115051924729,-0.0034639464592385,3.6707616980978e-06,0.0
C8H18O2,"1,8-octanediol",629-41-4,333.15,619.43,70.323545418021,2.1732264169735,-0.0051659489685052,4.9325569766622e-06,0.0
C8H18O2,"2,4-octanediol",90162-24-6,310.71,585.09,123.78500987924,0.53956469683007,-0.0012674393081405,1.4958191917611e-06,0.0
C8H18O2,"4,5-octanediol, (-n++)",22520-40-7,303.15,585.09,128.15390486917,0.50891074386307,-0.0011916962583482,1.4217734104074e-06,0.0
C8H18O2,"3-methyl-2,4-heptanediol",6964-04-01 00:00:00,310.71,585.09,123.15145283346,0.5439576207818,-0.0012789634041588,1.5089579143699e-06,0.0
C8H18O2,"2-ethyl-1,3-hexanediol",94-96-2,233.15,604.6,167.21077950984,0.74630138443253,-0.0018845779616941,2.2524241019398e-06,0.0
C8H18O2,"2,5-dimethyl-2,5-hexanediol",110-03-2,361.65,589.6,113.80372779855,0.71396376639431,-0.0016755492235071,1.8263270792736e-06,0.0
C8H18O2,"2,2,4-trimethyl-1,4-pentanediol",80864-10-4,359.15,587.6,113.91793581393,0.66684044402155,-0.001560644209703,1.7196454814183e-06,0.0
C8H18O2,"2,2,4-trimethyl-1,3-pentanediol",144-19-4,324.65,600.1,126.14938070008,0.89845715570443,-0.002169736886175,2.3659379174843e-06,0.0
C8H18O2,"2-butyl-2-methyl-1,3-propanediol",3121-83-3,316.95,613.6,119.45989003101,1.3810543339643,-0.0034191338503476,3.5642104580864e-06,0.0
C8H18O2,di-t-butyl peroxide,110-05-4,233.15,465.58,144.93293798676,1.0259141070455,-0.0030153857099105,4.119187015976e-06,0.0
C8H18O2,ethylene glycol monohexyl ether,112-25-4,228.05,558.58,183.60834310193,1.2184664658966,-0.003320222650584,4.0504727808765e-06,0.0
C8H18O2,"(3R,6R)-3,6-octanediol",129619-37-0,310.71,585.09,126.28648103521,0.52227148555698,-0.0012221763227906,1.4441626906628e-06,0.0
C8H18O2,"(3S,6S)-3,6-octanediol",136705-66-3,310.71,585.09,126.28648103521,0.52227148555698,-0.0012221763227906,1.4441626906628e-06,0.0
C8H18O2,2-(2-ethylbutoxy)ethanol,4468-93-3,228.05,557.07,180.62726736592,1.1774698682846,-0.0032023030445748,3.93148440698e-06,0.0
C8H18O2,ethylene glycol mono-2-methylpentyl ether,10137-96-9,228.05,553.0,178.1312287833,1.032050878907,-0.0027801859823055,3.4772324874454e-06,0.0
C8H18O2S,dibutyl sulfone,598-04-9,318.0,665.5,198.7829263453,1.0350005770472,-0.0022610474487702,2.3156222715094e-06,0.0
C8H18O3,diethylene glycol diethyl ether,112-36-7,230.0,562.0,128.576,1.5648,-0.004204,4.7572e-06,0.0
C8H18O3,diethylene glycol monobutyl ether,112-34-5,206.0,589.0,178.607,1.2134,-0.0031845,3.7197e-06,0.0
C8H18O4,triethylene glycol dimethyl ether,112-49-2,239.35,570.08,161.28158832777,1.3530312941951,-0.0034983907925054,4.3041765781311e-06,0.0
C8H18O5,tetraethylene glycol,112-60-7,278.15,651.5,142.46976473722,1.9859963936191,-0.0049581521742619,5.0918614586409e-06,0.0
C8H18S,1-octanethiol,111-88-6,225.0,598.0,141.344,1.0737,-0.0027255,3.04e-06,0.0
C8H18S,2-octanethiol,3001-66-9,194.15,556.28,195.27567871346,0.56218134521615,-0.0014281396329381,1.9697312576615e-06,0.0
C8H18S,tert-octyl mercaptan,141-59-3,199.0,528.0,179.81065180675,0.5672334735813,-0.0014716594370326,2.0995499262803e-06,0.0
C8H18S,"2-octanethiol, (-n++)",10435-81-1,194.15,553.78,191.61522409981,0.58257202749215,-0.0015008045504172,2.0562243580777e-06,0.0
C8H18S,5-thianonane,544-40-1,193.45,552.58,190.08073664334,0.57128045429539,-0.0014599803378066,2.0266944029608e-06,0.0
C8H18S,2-thianonane,20291-61-6,209.86,561.21,195.41969453182,0.59263333269406,-0.0014802366207369,2.0030146100333e-06,0.0
C8H18S,3-thianonane,7309-44-6,209.86,560.36,195.01689232554,0.58235392097117,-0.0014499930193152,1.9703517422559e-06,0.0
C8H18S,4-thianonane,42841-80-5,209.86,560.36,194.51227751904,0.58084705452674,-0.0014462410984526,1.9652533702569e-06,0.0
C8H18S,di-sec-butyl sulfide,626-26-6,209.14,548.1,184.79997045235,0.46304792332257,-0.0011109273035089,1.5921917611505e-06,0.0
C8H18S,di-tert-butyl sulfide,107-47-1,264.15,540.15,164.19693730215,0.44783160805495,-0.0010432050225207,1.4347729807965e-06,0.0
C8H18S,diisobutyl sulfide,592-65-4,167.65,551.1,198.65840755982,0.43013084011737,-0.0010456877405639,1.5738872415536e-06,0.0
C8H18S2,"5,6-dithiadecane",629-45-8,202.16,604.26,228.80242578048,0.58975888120065,-0.0014143860272878,1.8467463280592e-06,0.0
C8H18S2,di-tert-butyl disulfide,110-06-5,270.65,608.75,245.90039462634,0.93138490326748,-0.0022208966907292,2.5998078166733e-06,0.0
C8H18S2,di-isobutyl disulfide,1518-72-5,236.41,598.58,227.99312051433,0.63262607953762,-0.0014778417869226,1.8907311455234e-06,0.0
C8H18S2,di-sec-butyl disulfide,5943-30-6,236.41,608.75,254.35893775588,0.87357189972012,-0.0021172394211693,2.5833554853228e-06,0.0
